BDP_ID,Chromosome,watson_ensembl_id,watson_gene_name,watson_start,watson_end,crick_ensembl_id,crick_gene_name,crick_start,crick_end
Kctd6_1,chr14,NA,NA,14255672,14256171,ENSMUSG00000021752,Kctd6,14255112,14255611
Kdelc1_1,chr1,ENSMUSG00000041684,Bivm,44157975,44158474,ENSMUSG00000026047,Poglut2,44157415,44157914
Kdelc2_1,chr9,ENSMUSG00000034487,Poglut3,53295388,53295887,NA,NA,53294828,53295327
Kdf1_1,chr4,ENSMUSG00000037600,Kdf1,133246327,133246826,NA,NA,133245767,133246266
Kdm3b_1,chr18,ENSMUSG00000038773,Kdm3b,34910085,34910584,NA,NA,34909525,34910024
Kdm4a_1,chr4,NA,NA,118037266,118037765,ENSMUSG00000033326,Kdm4a,118036706,118037205
Kdm4c_1,chr4,ENSMUSG00000028397,Kdm4c,74170215,74170714,ENSMUSG00000085482,A230083N12Rik,74169655,74170154
Kdm6a_1,chrX,ENSMUSG00000037369,Kdm6a,18028893,18029392,NA,NA,18028333,18028832
Kdm6b_1,chr11,NA,NA,69300314,69300813,ENSMUSG00000018476,Kdm6b,69299754,69300253
Kdm8_1,chr7,ENSMUSG00000030752,Kdm8,125043859,125044358,NA,NA,125043299,125043798
Keap1_1,chr9,NA,NA,21150597,21151096,ENSMUSG00000003308,Keap1,21150037,21150536
Khdc3_1,chr9,ENSMUSG00000092622,Khdc3,73009755,73010254,NA,NA,73009195,73009694
Khdrbs1_1,chr4,NA,NA,129636134,129636633,ENSMUSG00000028790,Khdrbs1,129635574,129636073
Kif11_1,chr19,ENSMUSG00000012443,Kif11,37364841,37365340,ENSMUSG00000121027,Gm56673,37364281,37364780
Kif18b_1,chr11,NA,NA,102815999,102816498,ENSMUSG00000051378,Kif18b,102815439,102815938
Kif23_1,chr9,NA,NA,61854069,61854568,ENSMUSG00000032254,Kif23,61853509,61854008
Kif2a_1,chr13,ENSMUSG00000071181,3830408C21Rik,107158671,107159170,ENSMUSG00000021693,Kif2a,107158111,107158610
Kif2c_1,chr4,NA,NA,117039814,117040313,ENSMUSG00000028678,Kif2c,117039254,117039753
Kif5b_1,chr18,ENSMUSG00000117519,Gm41664,6241570,6242069,ENSMUSG00000006740,Kif5b,6241010,6241509
Kifc3_1,chr8,ENSMUSG00000110475,Gm31036,95869226,95869725,ENSMUSG00000031788,Kifc3,95868666,95869165
Kirrel_1,chr3,NA,NA,87082024,87082523,ENSMUSG00000041734,Kirrel1,87081464,87081963
Klc2_1,chr19,ENSMUSG00000117710,Gm10817,5168429,5168928,ENSMUSG00000024862,Klc2,5167869,5168368
Klf10_1,chr15,ENSMUSG00000120195,Gm56722,38301000,38301499,ENSMUSG00000037465,Klf10,38300440,38300939
Klf11_1,chr12,ENSMUSG00000020653,Klf11,24701396,24701895,NA,NA,24700836,24701335
Klf15_1,chr6,ENSMUSG00000030087,Klf15,90439590,90440089,NA,NA,90439030,90439529
Klf1_1,chr8,ENSMUSG00000054191,Klf1,85628622,85629121,NA,NA,85628062,85628561
Klf2_1,chr8,ENSMUSG00000055148,Klf2,73072917,73073416,NA,NA,73072357,73072856
Klf3_1,chr5,ENSMUSG00000029178,Klf3,64960877,64961376,ENSMUSG00000097640,Gm20033,64960317,64960816
Klf3_2,chr5,ENSMUSG00000029178,Klf3,64968536,64969035,NA,NA,64967976,64968475
Klf4_1,chr4,ENSMUSG00000120546,Gm34343,55532525,55533024,ENSMUSG00000003032,Klf4,55531965,55532464
Klf5_1,chr14,ENSMUSG00000005148,Klf5,99536135,99536634,NA,NA,99535575,99536074
Klf6_1,chr13,ENSMUSG00000000078,Klf6,5911549,5912048,NA,NA,5910989,5911488
Klf7_1,chr1,NA,NA,64160642,64161141,ENSMUSG00000025959,Klf7,64160082,64160581
Klf9_1,chr19,ENSMUSG00000033863,Klf9,23118586,23119085,ENSMUSG00000120551,Gm56648,23118026,23118525
Klhdc2_2,chr12,ENSMUSG00000020978,Klhdc2,69349133,69349632,NA,NA,69348573,69349072
Klhdc4_1,chr8,NA,NA,122556318,122556817,ENSMUSG00000040263,Klhdc4,122555758,122556257
Klhdc9_1,chr1,NA,NA,171188360,171188859,ENSMUSG00000045259,Klhdc9,171187800,171188299
Klhl12_1,chr1,ENSMUSG00000026455,Klhl12,134383280,134383779,ENSMUSG00000102722,Gm37935,134382720,134383219
Klhl21_1,chr4,ENSMUSG00000073700,Klhl21,152093381,152093880,ENSMUSG00000108391,Gm9768,152092821,152093320
Klhl24_1,chr16,ENSMUSG00000062901,Klhl24,19916335,19916834,NA,NA,19915775,19916274
Klhl26_1,chr8,NA,NA,70929628,70930127,ENSMUSG00000055707,Klhl26,70929068,70929567
Klhl7_1,chr5,ENSMUSG00000028986,Klhl7,24305610,24306109,NA,NA,24305050,24305549
Klk11_1,chr7,ENSMUSG00000067616,Klk11,43424050,43424549,ENSMUSG00000097178,2310002F09Rik,43423490,43423989
Klrg2_1,chr6,NA,NA,38614227,38614726,ENSMUSG00000071537,Klrg2,38613667,38614166
Kmt2a_1,chr9,ENSMUSG00000110773,Gm39326,44792637,44793136,ENSMUSG00000002028,Kmt2a,44792077,44792576
Kmt2c_1,chr5,NA,NA,25703831,25704330,ENSMUSG00000038056,Kmt2c,25703271,25703770
Kmt2d_1,chr15,NA,NA,98769113,98769612,ENSMUSG00000048154,Kmt2d,98768553,98769052
Kmt5a_1,chr5,ENSMUSG00000049327,Kmt5a,124583573,124584072,NA,NA,124583013,124583512
Kmt5a_2,chr5,ENSMUSG00000049327,Kmt5a,124585052,124585551,NA,NA,124584492,124584991
Kmt5b_1,chr19,ENSMUSG00000045098,Kmt5b,3817378,3817877,NA,NA,3816818,3817317
Knl1_1,chr2,ENSMUSG00000027326,Knl1,118877639,118878138,NA,NA,118877079,118877578
Kpna1_1,chr16,ENSMUSG00000022905,Kpna1,35803704,35804203,ENSMUSG00000086324,Gm15564,35803144,35803643
Kpna2_1,chr11,ENSMUSG00000121165,Gm57415,106890339,106890838,ENSMUSG00000018362,Kpna2,106889779,106890278
Kpnb1_1,chr11,ENSMUSG00000121247,Gm57404,97078786,97079285,ENSMUSG00000001440,Kpnb1,97078226,97078725
Kptn_1,chr7,ENSMUSG00000006021,Kptn,15853821,15854320,NA,NA,15853261,15853760
Kremen1_1,chr11,NA,NA,5211658,5212157,ENSMUSG00000020393,Kremen1,5211098,5211597
Krt7_1,chr15,ENSMUSG00000023039,Krt7,101310318,101310817,ENSMUSG00000116116,Gm671,101309758,101310257
Krtcap3_1,chr5,ENSMUSG00000029149,Krtcap3,31409071,31409570,NA,NA,31408511,31409010
Ktn1_1,chr14,ENSMUSG00000021843,Ktn1,47886818,47887317,NA,NA,47886258,47886757
Kxd1_1,chr8,NA,NA,70975798,70976297,ENSMUSG00000055553,Kxd1,70975238,70975737
Kyat1_1,chr2,NA,NA,30095841,30096340,ENSMUSG00000039648,Kyat1,30095281,30095780
L1td1_1,chr4,ENSMUSG00000087166,L1td1,98615047,98615546,NA,NA,98614487,98614986
L3mbtl3_1,chr10,NA,NA,26252040,26252539,ENSMUSG00000039089,L3mbtl3,26251480,26251979
LOC102634389_1,chr15,ENSMUSG00000064210,Ano6,95728016,95728515,ENSMUSG00000078648,Gm17546,95727456,95727955
Lactb2_1,chr1,NA,NA,13730794,13731293,ENSMUSG00000025937,Lactb2,13730234,13730733
Lactb_1,chr9,NA,NA,66882751,66883250,ENSMUSG00000032370,Lactb,66882191,66882690
Lama5_1,chr2,NA,NA,179867704,179868203,ENSMUSG00000015647,Lama5,179867144,179867643
Lamb1_1,chr12,ENSMUSG00000002900,Lamb1,31315306,31315805,NA,NA,31314746,31315245
Lamp1_1,chr8,ENSMUSG00000031447,Lamp1,13209262,13209761,NA,NA,13208702,13209201
Lamtor1_1,chr7,ENSMUSG00000030842,Lamtor1,101555145,101555644,ENSMUSG00000078630,Tomt,101554585,101555084
Lamtor3_1,chr3,ENSMUSG00000091512,Lamtor3,137624330,137624829,ENSMUSG00000104675,Gm43689,137623770,137624269
Lamtor4_1,chr5,ENSMUSG00000050552,Lamtor4,138254027,138254526,NA,NA,138253467,138253966
Laptm4b_1,chr15,ENSMUSG00000022257,Laptm4b,34238321,34238820,NA,NA,34237761,34238260
Larp1_1,chr11,ENSMUSG00000037331,Larp1,57899976,57900475,NA,NA,57899416,57899915
Larp1b_1,chr3,ENSMUSG00000025762,Larp1b,40905232,40905731,NA,NA,40904672,40905171
Lats1_1,chr10,ENSMUSG00000040021,Lats1,7556984,7557483,ENSMUSG00000019795,Pcmt1,7556424,7556923
Lax1_1,chr1,NA,NA,133617896,133618395,ENSMUSG00000051998,Lax1,133617336,133617835
Lbhd1_1,chr19,ENSMUSG00000096740,Lbhd1,8861263,8861762,NA,NA,8860703,8861202
Lbr_1,chr1,NA,NA,181669967,181670466,ENSMUSG00000004880,Lbr,181669407,181669906
Lca5_1,chr9,ENSMUSG00000099718,Gm2087,83323196,83323695,ENSMUSG00000032258,Lca5,83322636,83323135
Lck_3,chr4,NA,NA,129450330,129450829,ENSMUSG00000000409,Lck,129449770,129450269
Lclat1_1,chr17,ENSMUSG00000054469,Lclat1,73415044,73415543,NA,NA,73414484,73414983
Lcor_1,chr19,ENSMUSG00000025019,Lcor,41471132,41471631,NA,NA,41470572,41471071
Ldah_1,chr12,ENSMUSG00000037669,Ldah,8258137,8258636,ENSMUSG00000112694,Gm33037,8257577,8258076
Ldha_1,chr7,ENSMUSG00000063229,Ldha,46495278,46495777,NA,NA,46494718,46495217
Ldhd_1,chr8,NA,NA,112357018,112357517,ENSMUSG00000031958,Ldhd,112356458,112356957
Ldhd_2,chr8,NA,NA,112355269,112355768,ENSMUSG00000031958,Ldhd,112354709,112355208
Ldlr_1,chr9,ENSMUSG00000032193,Ldlr,21634946,21635445,ENSMUSG00000097155,Gm26511,21634386,21634885
Leap2_1,chr11,NA,NA,53314006,53314505,ENSMUSG00000036216,Leap2,53313446,53313945
Lefty1_1,chr1,ENSMUSG00000038793,Lefty1,180762616,180763115,NA,NA,180762056,180762555
Lefty2_1,chr1,ENSMUSG00000066652,Lefty2,180720684,180721183,ENSMUSG00000121043,Gm57186,180720124,180720623
Lekr1_1,chr3,ENSMUSG00000074579,Lekr1,65573678,65574177,NA,NA,65573118,65573617
Lemd1_1,chr1,ENSMUSG00000079330,Lemd1,132123443,132123942,NA,NA,132122883,132123382
Lemd1_2,chr1,ENSMUSG00000079330,Lemd1,132119134,132119633,NA,NA,132118574,132119073
Lemd2_1,chr17,NA,NA,27423448,27423947,ENSMUSG00000044857,Lemd2,27422888,27423387
Lemd3_1,chr10,NA,NA,120815295,120815794,ENSMUSG00000048661,Lemd3,120814735,120815234
Lenep_1,chr3,NA,NA,89310018,89310517,ENSMUSG00000078173,Lenep,89309458,89309957
Leng1_1,chr7,NA,NA,3668519,3669018,ENSMUSG00000078813,Leng1,3667959,3668458
Leng9_1,chr7,ENSMUSG00000120885,Gm57243,4152853,4153352,ENSMUSG00000043432,Leng9,4152293,4152792
Leprotl1_1,chr8,NA,NA,34613987,34614486,ENSMUSG00000031513,Leprotl1,34613427,34613926
Letm1_1,chr5,NA,NA,33940111,33940610,ENSMUSG00000005299,Letm1,33939551,33940050
Letm2_1,chr8,ENSMUSG00000043794,D830025C05Rik,26087548,26088047,ENSMUSG00000037363,Letm2,26086988,26087487
Letmd1_1,chr15,ENSMUSG00000037353,Letmd1,100367007,100367506,ENSMUSG00000097827,5330439K02Rik,100366447,100366946
Lgals1_1,chr15,ENSMUSG00000068220,Lgals1,78810937,78811436,NA,NA,78810377,78810876
Lgals9_1,chr11,NA,NA,78875755,78876254,ENSMUSG00000001123,Lgals9,78875195,78875694
Lifr_1,chr15,ENSMUSG00000054263,Lifr,7159059,7159558,NA,NA,7158499,7158998
Lima1_2,chr15,ENSMUSG00000116518,Gm49494,99773342,99773841,ENSMUSG00000023022,Lima1,99772782,99773281
Limd2_1,chr11,ENSMUSG00000075480,Gm10840,106051018,106051517,ENSMUSG00000040699,Limd2,106050458,106050957
Limk2_2,chr11,NA,NA,3359201,3359700,ENSMUSG00000020451,Limk2,3358641,3359140
Lin7b_1,chr7,NA,NA,45020041,45020540,ENSMUSG00000003872,Lin7b,45019481,45019980
Lin7c_1,chr2,ENSMUSG00000027162,Lin7c,109721216,109721715,NA,NA,109720656,109721155
Lipe_1,chr7,ENSMUSG00000053714,4732471J01Rik,25089589,25090088,ENSMUSG00000003123,Lipe,25089029,25089528
Lipe_2,chr7,ENSMUSG00000053714,4732471J01Rik,25095101,25095600,ENSMUSG00000003123,Lipe,25094541,25095040
Lipo2_1,chr19,NA,NA,33739358,33739857,ENSMUSG00000024766,Lipo3,33738798,33739297
Lipo3_1,chr19,NA,NA,33567666,33568165,ENSMUSG00000118513,NA,33567106,33567605
Lipt1_1,chr1,ENSMUSG00000037216,Lipt1,37911311,37911810,NA,NA,37910751,37911250
Lix1l_1,chr3,ENSMUSG00000049288,Lix1l,96508420,96508919,NA,NA,96507860,96508359
Lmbr1l_1,chr15,NA,NA,98815976,98816475,ENSMUSG00000022999,Lmbr1l,98815416,98815915
Lmnb1_1,chr18,ENSMUSG00000024590,Lmnb1,56840975,56841474,NA,NA,56840415,56840914
Lmnb2_1,chr10,NA,NA,80754126,80754625,ENSMUSG00000062075,Lmnb2,80753566,80754065
Lmo7_2,chr14,ENSMUSG00000033060,Lmo7,101967387,101967886,ENSMUSG00000053821,Gm9922,101966827,101967326
Lmtk2_1,chr5,ENSMUSG00000038970,Lmtk2,144037200,144037699,NA,NA,144036640,144037139
Lmtk3_2,chr7,ENSMUSG00000062044,Lmtk3,45434784,45435283,NA,NA,45434224,45434723
Lncenc1_1,chr13,ENSMUSG00000078952,Lncenc1,97619271,97619770,NA,NA,97618711,97619210
Lncenc1_2,chr13,ENSMUSG00000078952,Lncenc1,97571452,97571951,NA,NA,97570892,97571391
Lnpep_1,chr17,NA,NA,17844801,17845300,ENSMUSG00000023845,Lnpep,17844241,17844740
Lnx2_1,chr5,ENSMUSG00000029642,Polr1d,147013365,147013864,ENSMUSG00000016520,Lnx2,147012805,147013304
Lockd_1,chr6,ENSMUSG00000098318,Lockd,134906102,134906601,ENSMUSG00000107730,Gm44238,134905542,134906041
Lpar1_1,chr4,NA,NA,58553256,58553755,ENSMUSG00000038668,Lpar1,58552696,58553195
Lpar6_1,chr14,ENSMUSG00000033446,Lpar6,73475451,73475950,ENSMUSG00000022105,Rb1,73474891,73475390
Lpin3_1,chr2,ENSMUSG00000027412,Lpin3,160730037,160730536,ENSMUSG00000085303,Gm16751,160729477,160729976
Lpp_2,chr16,ENSMUSG00000033306,Lpp,24266851,24267350,NA,NA,24266291,24266790
Lrig2_1,chr3,NA,NA,104419253,104419752,ENSMUSG00000032913,Lrig2,104418693,104419192
Lrig3_1,chr10,ENSMUSG00000020105,Lrig3,125802129,125802628,NA,NA,125801569,125802068
Lrp2_1,chr2,NA,NA,69416423,69416922,ENSMUSG00000027070,Lrp2,69415863,69416362
Lrp8os2_1,chr4,ENSMUSG00000028613,Lrp8,107680232,107680731,ENSMUSG00000073779,Lrp8os2,107679672,107680171
Lrrc1_1,chr9,ENSMUSG00000099094,Gm19569,77452170,77452669,ENSMUSG00000032352,Lrrc1,77451610,77452109
Lrrc20_1,chr10,ENSMUSG00000037151,Lrrc20,61311604,61312103,ENSMUSG00000043126,D830039M14Rik,61311044,61311543
Lrrc28_1,chr7,NA,NA,67295002,67295501,ENSMUSG00000030556,Lrrc28,67294442,67294941
Lrrc2_1,chr9,ENSMUSG00000032495,Lrrc2,110782861,110783360,NA,NA,110782301,110782800
Lrrc47_1,chr4,ENSMUSG00000029028,Lrrc47,154096272,154096771,NA,NA,154095712,154096211
Lrrc51_2,chr7,ENSMUSG00000030842,Lamtor1,101570482,101570981,ENSMUSG00000064307,Lrrc51,101569922,101570421
Lrrc58_1,chr16,ENSMUSG00000034158,Lrrc58,37688798,37689297,NA,NA,37688238,37688737
Lrrc59_1,chr11,ENSMUSG00000020869,Lrrc59,94520614,94521113,NA,NA,94520054,94520553
Lrrc8d_1,chr5,ENSMUSG00000046079,Lrrc8d,105847888,105848387,NA,NA,105847328,105847827
Lrrc8d_2,chr5,ENSMUSG00000046079,Lrrc8d,105848785,105849284,NA,NA,105848225,105848724
Lrrfip2_1,chr9,ENSMUSG00000032497,Lrrfip2,110947214,110947713,NA,NA,110946654,110947153
Lsm10_1,chr4,ENSMUSG00000050188,Lsm10,125990523,125991022,NA,NA,125989963,125990462
Lsm12_1,chr11,NA,NA,102076134,102076633,ENSMUSG00000020922,Lsm12,102075574,102076073
Lsm14a_1,chr7,ENSMUSG00000086184,Gm12764,34089075,34089574,ENSMUSG00000066568,Lsm14a,34088515,34089014
Lsm4_1,chr8,ENSMUSG00000031848,Lsm4,71126040,71126539,NA,NA,71125480,71125979
Lsm6_1,chr8,NA,NA,79547780,79548279,ENSMUSG00000031683,Lsm6,79547220,79547719
Lsm8_1,chr6,ENSMUSG00000044155,Lsm8,18848648,18849147,ENSMUSG00000106874,Gm20186,18848088,18848587
Lta4h_1,chr10,ENSMUSG00000015889,Lta4h,93289325,93289824,NA,NA,93288765,93289264
Ltbp4_1,chr7,NA,NA,27033098,27033597,ENSMUSG00000040488,Ltbp4,27032538,27033037
Ltbp4_2,chr7,NA,NA,27037149,27037648,ENSMUSG00000040488,Ltbp4,27036589,27037088
Ltbr_1,chr6,NA,NA,125290878,125291377,ENSMUSG00000030339,Ltbr,125290318,125290817
Ltc4s_1,chr11,ENSMUSG00000097887,Gm26542,50129390,50129889,ENSMUSG00000020377,Ltc4s,50128830,50129329
Luc7l2_1,chr6,ENSMUSG00000029823,Luc7l2,38528433,38528932,NA,NA,38527873,38528372
Luc7l3_1,chr11,NA,NA,94212806,94213305,ENSMUSG00000020863,Luc7l3,94212246,94212745
Luc7l_1,chr17,ENSMUSG00000024188,Luc7l,26471928,26472427,NA,NA,26471368,26471867
Luzp1_1,chr4,ENSMUSG00000001089,Luzp1,136197086,136197585,NA,NA,136196526,136197025
Lxn_1,chr3,ENSMUSG00000027774,Gfm1,67371201,67371700,ENSMUSG00000047557,Lxn,67370641,67371140
Ly96_1,chr1,ENSMUSG00000025779,Ly96,16758668,16759167,NA,NA,16758108,16758607
Lypla1_1,chr1,ENSMUSG00000025903,Lypla1,4878129,4878628,NA,NA,4877569,4878068
Lypla2_1,chr4,NA,NA,135699946,135700445,ENSMUSG00000028670,Lypla2,135699386,135699885
Lyrm2_1,chr4,ENSMUSG00000045854,Lyrm2,32800293,32800792,NA,NA,32799733,32800232
Lyrm7_1,chr11,ENSMUSG00000120956,Gm57377,54751473,54751972,ENSMUSG00000020268,Lyrm7,54750913,54751412
Lysmd3_1,chr13,ENSMUSG00000035840,Lysmd3,81805896,81806395,NA,NA,81805336,81805835
Lztr1_1,chr16,ENSMUSG00000022761,Lztr1,17326836,17327335,NA,NA,17326276,17326775
M6pr_1,chr6,ENSMUSG00000007458,M6pr,122285960,122286459,NA,NA,122285400,122285899
Mab21l2_1,chr3,ENSMUSG00000028080,Lrba,86455640,86456139,ENSMUSG00000057777,Mab21l2,86455080,86455579
Macf1_2,chr4,NA,NA,123558621,123559120,ENSMUSG00000028649,Macf1,123558061,123558560
Mad1l1_1,chr5,ENSMUSG00000036639,Nudt1,140307352,140307851,ENSMUSG00000029554,Mad1l1,140306792,140307291
Maea_1,chr5,ENSMUSG00000079562,Maea,33492909,33493408,NA,NA,33492349,33492848
Mageb16_1,chrX,NA,NA,78679209,78679708,ENSMUSG00000046942,Mageb16,78678649,78679148
Magi1_1,chr6,NA,NA,94260935,94261434,ENSMUSG00000045095,Magi1,94260375,94260874
Magi3_1,chr3,ENSMUSG00000120952,2010002M09Rik,104127738,104128237,ENSMUSG00000052539,Magi3,104127178,104127677
Magoh_1,chr4,ENSMUSG00000028609,Magoh,107736990,107737489,NA,NA,107736430,107736929
Magt1_1,chrX,NA,NA,105055457,105055956,ENSMUSG00000031232,Magt1,105054897,105055396
Mak16_1,chr8,NA,NA,31658786,31659285,ENSMUSG00000031578,Mak16,31658226,31658725
Malat1_1,chr19,NA,NA,5852749,5853248,ENSMUSG00000092341,Malat1,5852189,5852688
Malsu1_1,chr6,ENSMUSG00000029815,Malsu1,49050790,49051289,ENSMUSG00000121098,Gm56981,49050230,49050729
Mamdc4_1,chr2,NA,NA,25461372,25461871,ENSMUSG00000026941,Mamdc4,25460812,25461311
Maml1_1,chr11,NA,NA,50183211,50183710,ENSMUSG00000050567,Maml1,50182651,50183150
Mamstr_1,chr7,ENSMUSG00000042918,Mamstr,45291211,45291710,NA,NA,45290651,45291150
Manba_1,chr3,ENSMUSG00000028164,Manba,135191386,135191885,NA,NA,135190826,135191325
Manbal_1,chr2,ENSMUSG00000063019,Manbal,157209540,157210039,NA,NA,157208980,157209479
Manf_1,chr9,ENSMUSG00000090207,4930524O07Rik,106769187,106769686,ENSMUSG00000032575,Manf,106768627,106769126
Mansc4_1,chr6,NA,NA,146988580,146989079,ENSMUSG00000072662,Mansc4,146988020,146988519
Maoa_1,chrX,ENSMUSG00000025037,Maoa,16486086,16486585,NA,NA,16485526,16486025
Map1lc3a_1,chr2,ENSMUSG00000027602,Map1lc3a,155118386,155118885,NA,NA,155117826,155118325
Map1lc3b_1,chr8,ENSMUSG00000031812,Map1lc3b,122317216,122317715,NA,NA,122316656,122317155
Map2k2_1,chr10,ENSMUSG00000035027,Map2k2,80941815,80942314,NA,NA,80941255,80941754
Map2k5_1,chr9,NA,NA,63285205,63285704,ENSMUSG00000058444,Map2k5,63284645,63285144
Map2k7_1,chr8,ENSMUSG00000002948,Map2k7,4288835,4289334,NA,NA,4288275,4288774
Map3k10_1,chr7,NA,NA,27374046,27374545,ENSMUSG00000040390,Map3k10,27373486,27373985
Map3k12_1,chr15,NA,NA,102419277,102419776,ENSMUSG00000023050,Map3k12,102418717,102419216
Map3k2_1,chr18,ENSMUSG00000024383,Map3k2,32296153,32296652,NA,NA,32295593,32296092
Map3k6_1,chr4,ENSMUSG00000028862,Map3k6,132968111,132968610,NA,NA,132967551,132968050
Map3k7_1,chr4,ENSMUSG00000028284,Map3k7,31964139,31964638,NA,NA,31963579,31964078
Map3k8_1,chr18,ENSMUSG00000120299,Gm56490,4353003,4353502,ENSMUSG00000024235,Map3k8,4352443,4352942
Map3k9_1,chr12,ENSMUSG00000113303,4930423D22Rik,81827990,81828489,ENSMUSG00000042724,Map3k9,81827430,81827929
Map4_1,chr9,ENSMUSG00000032479,Map4,109760898,109761397,NA,NA,109760338,109760837
Map4k4_1,chr1,ENSMUSG00000026074,Map4k4,39940111,39940610,NA,NA,39939551,39940050
Map4k5_1,chr12,ENSMUSG00000021066,Atl1,69939965,69940464,ENSMUSG00000034761,Map4k5,69939405,69939904
Map6d1_1,chr16,ENSMUSG00000116913,Gm49566,20060150,20060649,ENSMUSG00000041205,Map6d1,20059590,20060089
Map7_1,chr10,ENSMUSG00000019996,Map7,20024755,20025254,NA,NA,20024195,20024694
Mapk11_1,chr15,NA,NA,89033858,89034357,ENSMUSG00000053137,Mapk11,89033298,89033797
Mapk14_1,chr17,ENSMUSG00000053436,Mapk14,28910415,28910914,NA,NA,28909855,28910354
Mapk15_1,chr15,ENSMUSG00000063704,Mapk15,75865674,75866173,NA,NA,75865114,75865613
Mapk15_2,chr15,ENSMUSG00000063704,Mapk15,75868630,75869129,NA,NA,75868070,75868569
Mapk1_1,chr16,ENSMUSG00000063358,Mapk1,16801280,16801779,NA,NA,16800720,16801219
Mapk1ip1l_1,chr14,ENSMUSG00000021840,Mapk1ip1l,47535745,47536244,ENSMUSG00000114977,Gm9502,47535185,47535684
Mapk4_1,chr18,NA,NA,74198076,74198575,ENSMUSG00000024558,Mapk4,74197516,74198015
Mapk9_1,chr11,ENSMUSG00000020366,Mapk9,49737586,49738085,NA,NA,49737026,49737525
Mapkap1_1,chr2,ENSMUSG00000038696,Mapkap1,34296885,34297384,NA,NA,34296325,34296824
Mapkapk5_1,chr5,NA,NA,121683974,121684473,ENSMUSG00000121598,NA,121683414,121683913
Mapkapk5_2,chr5,ENSMUSG00000029452,Tmem116,121659698,121660197,ENSMUSG00000072647,Adam1a,121659138,121659637
Mapkbp1_1,chr2,ENSMUSG00000033902,Mapkbp1,119803227,119803726,NA,NA,119802667,119803166
Mapt_2,chr11,ENSMUSG00000018411,Mapt,104123140,104123639,NA,NA,104122580,104123079
March3_1,chr18,ENSMUSG00000119992,Gm34632,57058637,57059136,ENSMUSG00000032656,Marchf3,57058077,57058576
March6_1,chr15,NA,NA,31531208,31531707,ENSMUSG00000039100,Marchf6,31530648,31531147
March8_1,chr6,ENSMUSG00000025702,Marchf8,116314994,116315493,ENSMUSG00000107497,Gm44957,116314434,116314933
Marcksl1_1,chr4,ENSMUSG00000047945,Marcksl1,129407435,129407934,NA,NA,129406875,129407374
Mark2_2,chr19,NA,NA,7319021,7319520,ENSMUSG00000024969,Mark2,7318461,7318960
Mars2_1,chr1,ENSMUSG00000046994,Mars2,55276388,55276887,NA,NA,55275828,55276327
Mars_1,chr10,NA,NA,127147568,127148067,ENSMUSG00000040354,Mars1,127147008,127147507
Masp2_1,chr4,ENSMUSG00000028979,Masp2,148687036,148687535,NA,NA,148686476,148686975
Mat2a_1,chr6,ENSMUSG00000108591,Particl,72416589,72417088,ENSMUSG00000053907,Mat2a,72416029,72416528
Mat2b_1,chr11,NA,NA,40583535,40584034,ENSMUSG00000042032,Mat2b,40582975,40583474
Matr3_2,chr18,ENSMUSG00000117694,Snhg4,35695296,35695795,NA,NA,35694736,35695235
Maz_1,chr7,NA,NA,126626227,126626726,ENSMUSG00000030678,Maz,126625667,126626166
Maz_2,chr7,NA,NA,126625070,126625569,ENSMUSG00000030678,Maz,126624510,126625009
Mb21d1_1,chr9,NA,NA,78350502,78351001,ENSMUSG00000032344,Cgas,78349942,78350441
Mb21d2_1,chr16,NA,NA,28748472,28748971,ENSMUSG00000051065,Mb21d2,28747912,28748411
Mbd3_1,chr10,ENSMUSG00000120873,3300002P09Rik,80235375,80235874,ENSMUSG00000035478,Mbd3,80234815,80235314
Mblac1_1,chr5,ENSMUSG00000049285,Mblac1,138192561,138193060,NA,NA,138192001,138192500
Mbnl1_1,chr3,ENSMUSG00000027763,Mbnl1,60408697,60409196,NA,NA,60408137,60408636
Mbnl3_1,chrX,NA,NA,50235342,50235841,ENSMUSG00000036109,Mbnl3,50234782,50235281
Mbtps1_1,chr8,NA,NA,120285536,120286035,ENSMUSG00000031835,Mbtps1,120284976,120285475
Mbtps2_1,chrX,NA,NA,156381720,156382219,ENSMUSG00000046873,Mbtps2,156381160,156381659
Mccc2_1,chr13,NA,NA,100152176,100152675,ENSMUSG00000021646,Mccc2,100151616,100152115
Mcf2l_1,chr8,ENSMUSG00000031442,Mcf2l,12965922,12966421,ENSMUSG00000086770,Gm15351,12965362,12965861
Mcl1_1,chr3,ENSMUSG00000038612,Mcl1,95566102,95566601,NA,NA,95565542,95566041
Mcm3ap_1,chr10,ENSMUSG00000001150,Mcm3ap,76304747,76305246,ENSMUSG00000033126,Ybey,76304187,76304686
Mcm5_1,chr8,ENSMUSG00000005410,Mcm5,75836208,75836707,NA,NA,75835648,75836147
Mcm6_1,chr1,NA,NA,128287441,128287940,ENSMUSG00000026355,Mcm6,128286881,128287380
Mcmbp_1,chr7,NA,NA,128342263,128342762,ENSMUSG00000048170,Mcmbp,128341703,128342202
Mcoln1_1,chr8,ENSMUSG00000004567,Mcoln1,3550552,3551051,NA,NA,3549992,3550491
Mcph1_1,chr8,ENSMUSG00000039842,Mcph1,18645212,18645711,NA,NA,18644652,18645151
Mcrip1_1,chr11,NA,NA,120440580,120441079,ENSMUSG00000061111,Mcrip1,120440020,120440519
