BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
Hnf1a_1,chr5,115109182,115109681,115108622,115109121,NA,NA,NA,NA,NA,ENSMUSG00000086140,NA,Hnf1aos2,NA,NA,2578,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,HNF1 homeobox A [Source:MGI Symbol;Acc:MGI:98504],ENSMUSG00000029556,GENCODE basic,Hnf1a,Hnf1a,3D-structure; Activator; DNA-binding; Homeobox; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Ubl conjugation,22115,,,ENSMUST00000031535,tsl1 (assigned to previous version 11),P22361
Hnrnpa0_1,chr13,58276420,58276919,58275860,58276359,NA,NA,NA,NA,NA,ENSMUSG00000120272,NA,Gm56576,NA,NA,11820,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein A0 [Source:MGI Symbol;Acc:MGI:1924384],ENSMUSG00000007836,GENCODE basic,Hnrnpa0,Hnrnpa0,Acetylation; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Ubl conjugation,2678,,,ENSMUST00000007980,tslNA (assigned to previous version 6),Q9CX86
Hnrnpa2b1_1,chr6,51446875,51447374,51446315,51446814,principal1,protein_coding,protein_coding,NA,chromobox 3 [Source:MGI Symbol;Acc:MGI:108515],ENSMUSG00000029836,GENCODE basic,Cbx3,Cbx3,NA,13345,,,ENSMUST00000094623,tsl1 (assigned to previous version 9),,,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819],ENSMUSG00000004980,GENCODE basic,Hnrnpa2b1,Hnrnpa2b1,Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Isopeptide bond; Methylation; mRNA processing; mRNA splicing; mRNA transport; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Secreted; Spliceosome; Transport; Ubl conjugation,8963,,,ENSMUST00000069949,tsl1 (assigned to previous version 12),O88569
Hnrnpab_1,chr11,51497724,51498223,51497164,51497663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294],ENSMUSG00000020358,GENCODE basic,Hnrnpab,Hnrnpab,Acetylation; Cytoplasm; Direct protein sequencing; DNA-binding; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; RNA-binding; Transcription; Transcription regulation; Ubl conjugation,6748,,,ENSMUST00000074669,tsl1 (assigned to previous version 9),Q99020
Hnrnpd_1,chr5,100126835,100127334,100126275,100126774,NA,NA,NA,NA,NA,ENSMUSG00000091623,NA,Gm17092,NA,NA,43415,NA,NA,NA,NA,NA,principal4,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947],ENSMUSG00000000568,GENCODE basic,Hnrnpd,Hnrnpd,Acetylation; Alternative splicing; Biological rhythms; Cytoplasm; Direct protein sequencing; DNA-binding; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Transcription; Transcription regulation; Ubl conjugation,23004,,,ENSMUST00000172361,tsl1 (assigned to previous version 7),Q60668
Hnrnpf_1,chr6,117884788,117885287,117884228,117884727,,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741],ENSMUSG00000042079,,Hnrnpf,Hnrnpf,NA,25299,,,ENSMUST00000177743,tsl3 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000042087,NA,4933440N22Rik,NA,NA,1953,NA,NA,NA,NA,NA
Hnrnpf_3,chr6,117883757,117884256,117883197,117883696,,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741],ENSMUSG00000042079,,Hnrnpf,Hnrnpf,NA,25299,,,ENSMUST00000177743,tsl3 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000042087,NA,4933440N22Rik,NA,NA,1953,NA,NA,NA,NA,NA
Hnrnph1_1,chr11,50268606,50269105,50268046,50268545,principal4,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925],ENSMUSG00000007850,GENCODE basic,Hnrnph1,Hnrnph1,Acetylation; Direct protein sequencing; Isopeptide bond; Methylation; mRNA processing; mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Spliceosome; Ubl conjugation,9539,,,ENSMUST00000109142,tsl1 (assigned to previous version 7),O35737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hnrnph3_1,chr10,62859718,62860217,62859158,62859657,,protein_coding,protein_coding,NA,phenazine biosynthesis-like protein domain containing 2 [Source:MGI Symbol;Acc:MGI:1914557],ENSMUSG00000020072,,Pbld2,Pbld2,NA,34499,,,ENSMUST00000124784,tsl3 (assigned to previous version 7),,principal3,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein H3 [Source:MGI Symbol;Acc:MGI:1926462],ENSMUSG00000020069,GENCODE basic,Hnrnph3,Hnrnph3,NA,9554,,,ENSMUST00000020263,tsl5 (assigned to previous version 13),
Hnrnpl_1,chr7,28510373,28510872,28509813,28510312,principal1,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816],ENSMUSG00000015165,GENCODE basic,Hnrnpl,Hnrnpl,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Ubl conjugation,13726,NR_175321,,ENSMUST00000174548,tsl5 (assigned to previous version 7),Q8R081,NA,NA,NA,NA,NA,ENSMUSG00000109420,NA,Gm44702,NA,NA,NA,NA,NA,NA,NA,NA
Hnrnpm_1,chr17,33904427,33904926,33903867,33904366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465],ENSMUSG00000059208,GENCODE basic,Hnrnpm,Hnrnpm,Acetylation; Alternative splicing; Direct protein sequencing; Isopeptide bond; Methylation; mRNA processing; mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Spliceosome; Ubl conjugation,40628,,,ENSMUST00000148178,tsl1 (assigned to previous version 7),Q9D0E1
Hnrnpr_1,chr4,136038298,136038797,136037738,136038237,,protein_coding,protein_coding,NA,heterogeneous nuclear ribonucleoprotein R [Source:MGI Symbol;Acc:MGI:1891692],ENSMUSG00000066037,GENCODE basic,Hnrnpr,Hnrnpr,NA,48506,,,ENSMUST00000131671,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hnrnpu_1,chr1,178165400,178165899,178164840,178165339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,heterogeneous nuclear ribonucleoprotein U [Source:MGI Symbol;Acc:MGI:1858195],ENSMUSG00000039630,,Hnrnpu,Hnrnpu,Acetylation; Activator; ADP-ribosylation; Alternative splicing; ATP-binding; Biological rhythms; Cell cycle; Cell division; Centromere; Chromatin regulator; Chromosome; Citrullination; Coiled coil; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; DNA-binding; Isopeptide bond; Kinetochore; Methylation; Mitosis; mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor; Ribonucleoprotein; RNA-binding; Spliceosome; Transcription; Transcription regulation; Ubl conjugation,16690,NR_149827,URS000077629F,ENSMUST00000159117,tsl1 (assigned to previous version 1),Q8VEK3
Hnrnpul1_1,chr7,25454235,25454734,25453675,25454174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,heterogeneous nuclear ribonucleoprotein U-like 1 [Source:MGI Symbol;Acc:MGI:2443517],ENSMUSG00000040725,GENCODE basic,Hnrnpul1,Hnrnpul1,Activator; Alternative splicing; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; Ribonucleoprotein; RNA-binding; Transcription; Transcription regulation; Ubl conjugation,33593,,,ENSMUST00000206832,tsl1 (assigned to previous version 1),Q8VDM6
Hook2_1,chr8,85717268,85717767,85716708,85717207,,protein_coding,protein_coding,NA,hook microtubule tethering protein 2 [Source:MGI Symbol;Acc:MGI:2181664],ENSMUSG00000052566,GENCODE basic,Hook2,Hook2,NA,12747,,,ENSMUST00000209764,tsl5 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hp1bp3_1,chr4,137943957,137944456,137943397,137943896,alternative1,protein_coding,protein_coding,1,"heterochromatin protein 1, binding protein 3 [Source:MGI Symbol;Acc:MGI:109369]",ENSMUSG00000028759,GENCODE basic,Hp1bp3,Hp1bp3,NA,28388,,,ENSMUST00000105827,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hpdl_1,chr4,116678760,116679259,116678200,116678699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,4-hydroxyphenylpyruvate dioxygenase-like [Source:MGI Symbol;Acc:MGI:2444646],ENSMUSG00000043155,GENCODE basic,Hpdl,Hpdl,Dioxygenase; Iron; Metal-binding; Mitochondrion; Oxidoreductase; Reference proteome; Repeat,1804,,,ENSMUST00000055436,tslNA (assigned to previous version 4),Q8K248
Hpf1_1,chr8,61343473,61343972,61342913,61343412,,protein_coding,protein_coding,NA,histone PARylation factor 1 [Source:MGI Symbol;Acc:MGI:1919862],ENSMUSG00000038005,GENCODE basic,Hpf1,Hpf1,NA,18254,NR_151662,,ENSMUST00000146863,tsl2 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hps1_1,chr19,42768443,42768942,42767883,42768382,NA,NA,NA,NA,NA,ENSMUSG00000090235,NA,Gm16244,NA,NA,4408,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:MGI Symbol;Acc:MGI:2177763]",ENSMUSG00000025188,GENCODE basic,Hps1,Hps1,NA,24874,,,ENSMUST00000162004,tsl1 (assigned to previous version 7),
Hrc_1,chr7,44984705,44985204,44984145,44984644,principal1,protein_coding,protein_coding,1,histidine rich calcium binding protein [Source:MGI Symbol;Acc:MGI:96226],ENSMUSG00000038239,GENCODE basic,Hrc,Hrc,NA,3685,,,ENSMUST00000085351,tsl1 (assigned to previous version 6),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hs3st3b1_1,chr11,63813154,63813653,63812594,63813093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:MGI Symbol;Acc:MGI:1333853],ENSMUSG00000070407,GENCODE basic,Hs3st3b1,Hs3st3b1,Disulfide bond; Glycoprotein; Golgi apparatus; Membrane; Reference proteome; Signal-anchor; Transferase; Transmembrane; Transmembrane helix,36499,,,ENSMUST00000094103,tsl1 (assigned to previous version 3),Q9QZS6
Hs6st1_1,chr1,36107473,36107972,36106913,36107412,principal1,protein_coding,protein_coding,1,heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958],ENSMUSG00000045216,GENCODE basic,Hs6st1,Hs6st1,Coiled coil; Glycoprotein; Membrane; Reference proteome; Signal-anchor; Transferase; Transmembrane; Transmembrane helix,38047,,,ENSMUST00000088174,tsl1 (assigned to previous version 3),Q9QYK5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hsbp1_1,chr8,120071257,120071756,120070697,120071196,principal1,protein_coding,protein_coding,1,heat shock factor binding protein 1 [Source:MGI Symbol;Acc:MGI:1915446],ENSMUSG00000031839,GENCODE basic,Hsbp1,Hsbp1,Nucleus; Reference proteome,4435,,,ENSMUST00000034300,tsl1 (assigned to previous version 7),Q9CQZ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hsd17b10_1,chrX,150784908,150785407,150784348,150784847,principal1,protein_coding,protein_coding,1,hydroxysteroid (17-beta) dehydrogenase 10 [Source:MGI Symbol;Acc:MGI:1333871],ENSMUSG00000025260,GENCODE basic,Hsd17b10,Hsd17b10,NA,2598,,,ENSMUST00000026289,tsl1 (assigned to previous version 9),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hsd17b14_1,chr7,45208814,45209313,45208254,45208753,principal1,protein_coding,protein_coding,1,hydroxysteroid (17-beta) dehydrogenase 14 [Source:MGI Symbol;Acc:MGI:1913315],ENSMUSG00000030825,GENCODE basic,Hsd17b14,Hsd17b14,NA,12860,,,ENSMUST00000107752,tsl5 (assigned to previous version 11),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hsd3b7_1,chr7,127399841,127400340,127399281,127399780,principal5,protein_coding,nonsense_mediated_decay,1,"predicted gene, 49388 [Source:MGI Symbol;Acc:MGI:6121614]",ENSMUSG00000108815,GENCODE basic,Gm49388,Gm49388,NA,18195,,,ENSMUST00000154987,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000108402,NA,9430064I24Rik,NA,NA,2669,NA,NA,NA,NA,NA
Hsp90aa1_1,chr12,110662793,110663292,110662233,110662732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]",ENSMUSG00000021270,GENCODE basic,Hsp90aa1,Hsp90aa1,3D-structure; Acetylation; ATP-binding; Cell membrane; Chaperone; Cytoplasm; Direct protein sequencing; Hydrolase; Membrane; Mitochondrion; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; S-nitrosylation; Stress response; Ubl conjugation,12124,,,ENSMUST00000094361,tsl1 (assigned to previous version 10),P07901
Hsp90ab1_1,chr17,45884242,45884741,45883682,45884181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",ENSMUSG00000023944,GENCODE basic,Hsp90ab1,Hsp90ab1,3D-structure; Acetylation; ATP-binding; Cell membrane; Chaperone; Cytoplasm; Direct protein sequencing; Glycoprotein; Membrane; Methylation; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; S-nitrosylation; Secreted; Stress response; Ubl conjugation,5497,,,ENSMUST00000024739,tsl1 (assigned to previous version 13),P11499
Hspa4_1,chr11,53191296,53191795,53190736,53191235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,heat shock protein 4 [Source:MGI Symbol;Acc:MGI:1342292],ENSMUSG00000020361,GENCODE basic,Hspa4,Hspa4,NA,40644,,,ENSMUST00000020630,tsl1 (assigned to previous version 7),
Hspa5_1,chr2,34662115,34662614,34661555,34662054,principal1,protein_coding,protein_coding,1,heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835],ENSMUSG00000026864,GENCODE basic,Hspa5,Hspa5,Acetylation; ATP-binding; Chaperone; Cytoplasm; Direct protein sequencing; Endoplasmic reticulum; Hydrolase; Isopeptide bond; Methylation; Nitration; Nucleotide-binding; Phosphoprotein; Reference proteome; Signal; Ubl conjugation,5578,,,ENSMUST00000028222,tsl1 (assigned to previous version 12),P20029,NA,NA,NA,NA,NA,ENSMUSG00000121211,NA,Gm57458,NA,NA,957,NA,NA,NA,NA,NA
Hspa8_1,chr9,40712583,40713082,40712023,40712522,principal1,protein_coding,protein_coding,1,heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384],ENSMUSG00000015656,GENCODE basic,Hspa8,Hspa8,3D-structure; Acetylation; ATP-binding; Autophagy; Cell membrane; Chaperone; Cytoplasm; Direct protein sequencing; Hydrolase; Isopeptide bond; Lysosome; Membrane; Methylation; mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor; Spliceosome; Stress response; Transcription; Transcription regulation; Ubl conjugation,9104,,,ENSMUST00000015800,tsl1 (assigned to previous version 15),P63017,NA,NA,NA,NA,NA,ENSMUSG00000120980,NA,Gm57042,NA,NA,749,NA,NA,NA,NA,NA
Hspa9_1,chr18,35087447,35087946,35086887,35087386,NA,NA,NA,NA,NA,ENSMUSG00000120029,NA,Gm56488,NA,NA,2405,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245],ENSMUSG00000024359,GENCODE basic,Hspa9,Hspa9,Acetylation; ATP-binding; Chaperone; Cytoplasm; Direct protein sequencing; Hydrolase; Methylation; Mitochondrion; Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; Transit peptide,16944,,,ENSMUST00000025217,tsl1 (assigned to previous version 8),P38647
Hspb1_1,chr5,135916867,135917366,135916307,135916806,principal1,protein_coding,protein_coding,1,heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240],ENSMUSG00000004951,GENCODE basic,Hspb1,Hspb1,Acetylation; Alternative splicing; Chaperone; Cytoplasm; Cytoskeleton; Direct protein sequencing; Methylation; Nucleus; Phosphoprotein; Reference proteome; Stress response,1645,,,ENSMUST00000005077,tsl1 (assigned to previous version 6),P14602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hspb9_1,chr11,100604766,100605265,100604206,100604705,alternative2,protein_coding,protein_coding,1,"heat shock protein, alpha-crystallin-related, B9 [Source:MGI Symbol;Acc:MGI:1922732]",ENSMUSG00000017832,GENCODE basic,Hspb9,Hspb9,NA,726,,,ENSMUST00000169833,tslNA (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hspbap1_1,chr16,35590770,35591269,35590210,35590709,principal1,protein_coding,protein_coding,1,Hspb associated protein 1 [Source:MGI Symbol;Acc:MGI:1913917],ENSMUSG00000022849,GENCODE basic,Hspbap1,Hspbap1,Cytoplasm; Reference proteome,58103,,,ENSMUST00000231579,,Q8BK58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hspg2_1,chr4,137196104,137196603,137195544,137196043,alternative2,protein_coding,protein_coding,NA,perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257],ENSMUSG00000028763,GENCODE basic,Hspg2,Hspg2,NA,101862,,,ENSMUST00000030547,tsl5 (assigned to previous version 14),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Htatsf1_1,chrX,56099270,56099769,56098710,56099209,,protein_coding,protein_coding,NA,HIV TAT specific factor 1 [Source:MGI Symbol;Acc:MGI:1919709],ENSMUSG00000067873,GENCODE basic,Htatsf1,Htatsf1,Acetylation; Activator; Alternative splicing; Chromosome; DNA damage; DNA repair; Isopeptide bond; mRNA processing; mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Repeat; RNA-binding; Spliceosome; Transcription; Transcription regulation; Ubl conjugation,13601,,,ENSMUST00000114751,tsl1 (assigned to previous version 8),Q8BGC0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Htra1_1,chr7,130537971,130538470,130537411,130537910,,protein_coding,retained_intron,NA,HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076],ENSMUSG00000006205,,Htra1,Htra1,Cell membrane; Cytoplasm; Disulfide bond; Growth factor binding; Hydrolase; Membrane; Protease; Reference proteome; Secreted; Serine protease; Signal,49550,,,ENSMUST00000150717,tsl5 (assigned to previous version 7),Q9R118,,protein_coding,protein_coding,NA,fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523],ENSMUSG00000030849,GENCODE basic,Fgfr2,Fgfr2,NA,2960899,,,ENSMUST00000120187,tsl1 (assigned to previous version 8),
Htra1_3,chr7,130547097,130547596,130546537,130547036,,protein_coding,retained_intron,NA,HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076],ENSMUSG00000006205,,Htra1,Htra1,Cell membrane; Cytoplasm; Disulfide bond; Growth factor binding; Hydrolase; Membrane; Protease; Reference proteome; Secreted; Serine protease; Signal,49550,,,ENSMUST00000150717,tsl5 (assigned to previous version 7),Q9R118,,protein_coding,protein_coding,NA,fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523],ENSMUSG00000030849,GENCODE basic,Fgfr2,Fgfr2,NA,2960899,,,ENSMUST00000120187,tsl1 (assigned to previous version 8),
Htt_1,chr5,34919128,34919627,34918568,34919067,,protein_coding,retained_intron,NA,huntingtin [Source:MGI Symbol;Acc:MGI:96067],ENSMUSG00000029104,,Htt,Htt,NA,150795,,,ENSMUST00000148953,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunk_1,chr16,90183314,90183813,90182754,90183253,principal1,protein_coding,protein_coding,1,hormonally upregulated Neu-associated kinase [Source:MGI Symbol;Acc:MGI:1347352],ENSMUSG00000053414,GENCODE basic,Hunk,Hunk,ATP-binding; Kinase; Nucleotide-binding; Reference proteome; Serine/threonine-protein kinase; Transferase,113541,,,ENSMUST00000065856,tsl1 (assigned to previous version 6),O88866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hus1_1,chr11,8961178,8961677,8960618,8961117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,nonsense_mediated_decay,NA,HUS1 checkpoint clamp component [Source:MGI Symbol;Acc:MGI:1277962],ENSMUSG00000020413,,Hus1,Hus1,Alternative splicing; Cytoplasm; DNA damage; Nucleus; Reference proteome,18055,,,ENSMUST00000129115,tsl1 (assigned to previous version 1),Q8BQY8
Hyal1_1,chr9,107454160,107454659,107453600,107454099,alternative2,protein_coding,protein_coding,NA,hyaluronoglucosaminidase 1 [Source:MGI Symbol;Acc:MGI:96298],ENSMUSG00000010051,GENCODE basic,Hyal1,Hyal1,Alternative splicing; Disulfide bond; EGF-like domain; Glycoprotein; Glycosidase; Hydrolase; Lysosome; Reference proteome; Secreted; Signal,4784,,,ENSMUST00000112387,tsl1 (assigned to previous version 8),Q91ZJ9,NA,NA,NA,NA,NA,ENSMUSG00000089935,NA,Gm16343,NA,NA,11649,NA,NA,NA,NA,NA
Hyi_1,chr4,118217217,118217716,118216657,118217156,principal5,protein_coding,protein_coding_LoF,1,hydroxypyruvate isomerase (putative) [Source:MGI Symbol;Acc:MGI:1915430],ENSMUSG00000006395,GENCODE basic,Hyi,Hyi,NA,2755,,,ENSMUST00000194248,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyou1_1,chr9,44290851,44291350,44290291,44290790,principal1,protein_coding,protein_coding,NA,hypoxia up-regulated 1 [Source:MGI Symbol;Acc:MGI:108030],ENSMUSG00000032115,GENCODE basic,Hyou1,Hyou1,Acetylation; ATP-binding; Chaperone; Direct protein sequencing; Endoplasmic reticulum; Glycoprotein; Nucleotide-binding; Phosphoprotein; Reference proteome; Signal; Stress response,12880,,,ENSMUST00000066601,tsl1 (assigned to previous version 12),Q9JKR6,NA,NA,NA,NA,NA,ENSMUSG00000111088,NA,9430081H08Rik,NA,NA,830,NA,NA,NA,NA,NA
Iah1_1,chr12,21366434,21366933,21365874,21366373,principal1,protein_coding,protein_coding,1,isoamyl acetate-hydrolyzing esterase 1 homolog [Source:MGI Symbol;Acc:MGI:1914982],ENSMUSG00000062054,GENCODE basic,Iah1,Iah1,Hydrolase; Lipid degradation; Lipid metabolism; Reference proteome,7431,,,ENSMUST00000076813,tsl1 (assigned to previous version 7),Q9DB29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iars2_1,chr1,185061625,185062124,185061065,185061564,NA,NA,NA,NA,NA,ENSMUSG00000102526,NA,Gm37785,NA,NA,2408,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"isoleucine-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919586]",ENSMUSG00000026618,GENCODE basic,Iars2,Iars2,Acetylation; Aminoacyl-tRNA synthetase; ATP-binding; Ligase; Mitochondrion; Nucleotide-binding; Protein biosynthesis; Reference proteome; Transit peptide,44671,,,ENSMUST00000027921,tsl1 (assigned to previous version 10),Q8BIJ6
Iars_1,chr13,49835631,49836130,49835071,49835570,principal1,protein_coding,protein_coding,1,isoleucyl-tRNA synthetase 1 [Source:MGI Symbol;Acc:MGI:2145219],ENSMUSG00000037851,GENCODE basic,Iars1,Iars1,Acetylation; Aminoacyl-tRNA synthetase; ATP-binding; Cytoplasm; Ligase; Nucleotide-binding; Phosphoprotein; Protein biosynthesis; Reference proteome,52168,,,ENSMUST00000165316,tsl1 (assigned to previous version 7),Q8BU30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iba57_1,chr11,59054643,59055142,59054083,59054582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"IBA57 homolog, iron-sulfur cluster assembly [Source:MGI Symbol;Acc:MGI:3041174]",ENSMUSG00000049287,GENCODE basic,Iba57,Iba57,Acetylation; Heme biosynthesis; Mitochondrion; Reference proteome; Transferase; Transit peptide,8371,,,ENSMUST00000054523,tsl1 (assigned to previous version 5),Q8CAK1
