"biotype_bin","length_bin","expression_bin","ensembl_gene_id","baseMean","gene_length","gene_biotype"
"protein_coding",3,"2","ENSMUSG00000025529",151.75,34537,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000036598",90.9166666666667,24789,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000015001",145.75,36235,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000067724",144.916666666667,22423,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020838",24.3333333333333,33747,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000038167",220.333333333333,17854,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025064",182,45702,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027186",95.6666666666667,38891,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000043286",13.3333333333333,31898,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000042873",247.166666666667,27298,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000058975",77.3333333333333,42237,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000094443",234.75,27477,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000050511",226.583333333333,33761,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031962",100.333333333333,19024,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031255",45.8333333333333,45428,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000048834",67.6666666666667,26828,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022831",47.9166666666667,28232,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000019178",75.5833333333333,31082,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028150",10.75,25481,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000063428",10.75,19921,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000021994",48.0833333333333,20043,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025094",11.25,35135,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000019815",67.3333333333333,28380,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030098",98.6666666666667,45884,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026344",31,40173,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000007655",59.6666666666667,34994,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000060268",70.8333333333333,38585,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000016024",31.0833333333333,26360,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079644",14.9166666666667,43515,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000048905",187.583333333333,18930,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000002111",53.5833333333333,18960,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034910",236.166666666667,20366,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000033191",48.9166666666667,18659,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031698",27.6666666666667,40396,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000037159",10.9166666666667,23953,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000061082",231.583333333333,44404,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031613",210.166666666667,26495,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020908",140.5,23992,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027420",82,36646,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024371",236.75,19499,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028088",119.166666666667,26484,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020241",126.666666666667,27649,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000048779",49.8333333333333,26733,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034586",185.25,20011,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022969",241.75,19600,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000018893",158.083333333333,35182,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000049436",12,27020,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000051279",15.3333333333333,17974,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000033470",20.75,19987,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030344",14.0833333333333,21211,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027750",52.25,29935,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022548",226.583333333333,18617,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032091",21,31350,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000052760",123.833333333333,19524,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000045662",44.3333333333333,20693,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000074570",179,39964,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027744",31.4166666666667,18860,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000037347",140.333333333333,37951,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029843",105.666666666667,40174,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000000693",114.833333333333,18341,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000046240",77.6666666666667,18966,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032375",245.583333333333,19937,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000005640",27.25,19151,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079177",180.75,24579,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029601",26.5,18091,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000045608",22.0833333333333,31209,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000009646",28,18292,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034456",17.0833333333333,31260,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029126",57.0833333333333,22275,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032021",16.8333333333333,31831,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000071719",238.416666666667,25277,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000091712",213.833333333333,36826,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000067813",42.75,32953,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000090523",80.8333333333333,31715,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000023267",20.4166666666667,32754,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026175",98.75,26177,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000054764",57,19297,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029727",50.5,28687,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000008496",214.5,41346,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028327",42.5,38195,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024679",26.4166666666667,18199,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028073",106.666666666667,19857,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000037542",13.5,19279,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000035805",32.4166666666667,22670,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000016626",31.8333333333333,31114,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022805",201.833333333333,44107,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030340",242.416666666667,23603,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000073102",84.5833333333333,25046,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000045362",19.5833333333333,20161,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000036853",153.583333333333,18856,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025075",62.8333333333333,32152,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026621",36.75,24534,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000036764",246.083333333333,26398,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000057191",10.9166666666667,19155,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000075302",73.5,32066,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000037143",81.3333333333333,29443,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000040253",71.25,19816,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030359",72.0833333333333,43154,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000078796",46.8333333333333,24387,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000061126",84.0833333333333,40598,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025375",183.833333333333,34466,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025202",89.8333333333333,40729,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000005803",33.25,44193,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000035183",132.166666666667,20551,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027401",66.8333333333333,38060,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026639",154.166666666667,41885,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029158",96.5,25978,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000052013",14.5833333333333,28559,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024131",142.333333333333,35895,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020904",45.3333333333333,40837,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020682",242.75,21086,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024207",216.5,31344,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034796",176.416666666667,17812,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000057228",40,39554,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020178",71.3333333333333,17916,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000051648",161.25,30696,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034833",16.3333333333333,39791,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024471",19.8333333333333,21649,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025333",46.5833333333333,26726,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000056055",73.3333333333333,41478,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000010021",53,25187,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000074673",121.166666666667,40720,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000070687",98,20878,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000023945",13.6666666666667,25445,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000040666",55.8333333333333,28464,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000042002",186.916666666667,19598,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000043036",100.25,30011,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000058252",14.1666666666667,39093,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000044254",124.583333333333,21992,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000015843",38.3333333333333,41262,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000047085",12.1666666666667,20858,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000049653",10.8333333333333,24484,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000061816",12,20761,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000003271",77,29573,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000048582",73.4166666666667,23264,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027603",163.25,24467,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000021622",42.9166666666667,23499,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000047415",79.5,22843,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022229",162.666666666667,23484,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024164",10.9166666666667,24170,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000117190",44.25,18043,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000053461",31.1666666666667,18584,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000005357",75,34330,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000039257",66.25,30691,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034648",191.666666666667,40503,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000045004",48.9166666666667,24415,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000059434",52.3333333333333,29722,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028661",103.75,27398,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000078958",20.8333333333333,21907,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031497",66.4166666666667,29367,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032013",21.5833333333333,25363,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000050967",92.25,32777,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022894",79,42969,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079110",140.083333333333,41327,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000012428",44,21742,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000011463",11.0833333333333,26246,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025069",86.25,20761,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000033368",11.1666666666667,18328,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027824",142.416666666667,23817,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000060470",26.5,27558,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000038077",49.5833333333333,32346,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020435",42.75,18497,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000019848",57.5833333333333,29146,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000038642",24.1666666666667,29620,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000041132",178.75,22883,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000017446",17.9166666666667,23326,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029359",227,34047,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000121790",13.75,18067,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026354",238.333333333333,43555,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032680",105.166666666667,28744,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030549",231.25,24295,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030255",20.3333333333333,31079,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026678",49.9166666666667,38026,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032401",125.5,20972,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000050844",36.6666666666667,29231,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000001027",20.4166666666667,30798,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028264",12.0833333333333,25194,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000044667",22.75,41731,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020264",33.9166666666667,26610,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020990",87.6666666666667,43860,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000043333",170.833333333333,42030,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031257",16.6666666666667,25434,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000037157",51.5,27225,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030838",225.75,43140,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000023930",10.75,29413,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000009246",10.8333333333333,23114,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032691",24.75,24271,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000027895",211.5,20596,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079235",108.333333333333,41835,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032698",88.3333333333333,23884,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000090210",241.166666666667,18936,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079421",30.0833333333333,21613,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022993",44.1666666666667,18585,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000026841",10.6666666666667,32716,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000036892",50.0833333333333,19745,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029206",40.3333333333333,37165,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000049404",20.4166666666667,36638,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000003657",20.5,25669,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000005057",175.916666666667,21180,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000031831",188.916666666667,23220,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000058046",99.1666666666667,22625,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000021974",22.1666666666667,40035,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000054659",223.583333333333,19332,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000059149",32.9166666666667,41442,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029235",59.4166666666667,18966,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000079560",200.083333333333,44006,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028707",117.583333333333,24808,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000047013",219.416666666667,33419,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000030775",75.1666666666667,37267,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022243",15.75,28513,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000000094",163.916666666667,26035,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028750",93.5,19251,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000052221",91.5,21893,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000039476",140.166666666667,35881,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000028005",54.8333333333333,42708,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000049491",20.5,26884,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000087247",52.25,35401,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020411",226.416666666667,18205,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000091119",31.5833333333333,22900,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000070806",185.583333333333,31216,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000021573",23.5,26335,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000029055",88.0833333333333,27870,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024155",56.3333333333333,35406,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000039391",53.3333333333333,37482,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000003053",39.25,43629,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025330",232.833333333333,28696,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000024670",37.6666666666667,40720,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000032327",115.5,24910,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034107",92.5833333333333,30409,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020566",60,40010,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000000247",52.0833333333333,30457,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000038370",50.1666666666667,23005,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000039747",232.166666666667,23196,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000034825",153.75,23490,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000025963",46.8333333333333,31492,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000059898",63.3333333333333,41168,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000050395",22.1666666666667,20511,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000040812",224,33488,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000002057",13.6666666666667,29032,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000040710",33.6666666666667,40352,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000022096",150.166666666667,19493,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000071553",72.8333333333333,22832,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000045518",22.0833333333333,22355,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000020062",31.4166666666667,43524,"protein_coding"
"protein_coding",3,"2","ENSMUSG00000060063",88.4166666666667,23150,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000037280",939.333333333333,30563,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000032514",315.25,30188,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000093661",398.25,41635,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000001333",595.583333333333,20939,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000037395",1356.41666666667,39495,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026672",882.166666666667,43297,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000037855",1414.16666666667,26558,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000023074",666.083333333333,25966,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000039693",1262.25,21975,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000031371",1021.5,21715,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000022537",752.416666666667,38724,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000032726",618.833333333333,30603,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000063160",1323.08333333333,23390,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000117975",694.666666666667,24704,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000027227",1580.75,30499,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000024055",1458,22674,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000040907",1598.75,27769,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000036989",1455.33333333333,29109,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000025081",279.666666666667,43804,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026003",1621,32471,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000001864",622.333333333333,23140,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000018167",1105.25,22745,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000024781",855.25,35159,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000034164",1067.75,45957,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000033763",994.833333333333,19917,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000002266",382.916666666667,20990,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000005373",551.666666666667,31492,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000074768",635,20868,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000041046",385.583333333333,18943,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000039629",348.25,42668,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000036599",1257.5,19630,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000038569",1418.75,28688,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000036718",314.833333333333,29641,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000002341",279.083333333333,27760,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000040828",284.25,36314,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000017176",1265.5,18769,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000015016",1308.58333333333,42377,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026114",414.083333333333,45107,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026854",901,40377,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000006019",1200.75,24773,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000048027",1251.41666666667,20334,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026170",328,24317,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000028607",829.75,19608,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000002881",1208.08333333333,44600,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000021930",791.916666666667,22582,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000008734",1184.25,23172,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000025934",655.083333333333,24991,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000028188",768,42551,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000016239",760.416666666667,38448,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000023232",413.833333333333,21724,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000020085",652.333333333333,23998,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000034412",1447.75,28673,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000039686",1339,27329,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000002781",819.583333333333,20345,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000021294",1050.58333333333,35540,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000030347",1058.5,35739,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000022475",411,22200,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000038292",669.333333333333,21217,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000046034",1688.91666666667,24773,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000030589",1443.58333333333,19023,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000037847",879.666666666667,20169,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000036106",814.833333333333,22676,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000060715",421.666666666667,29041,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000031636",250.416666666667,34062,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000028673",1416.58333333333,19575,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000021884",694.833333333333,33740,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000074212",1236.66666666667,41257,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000046402",572.583333333333,23590,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000036941",529.333333333333,19442,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000020919",666.833333333333,41840,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000031952",387.166666666667,21065,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000032667",1386.58333333333,33750,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000021271",969.166666666667,19720,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000054679",274.083333333333,24350,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000098905",1212.58333333333,21264,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000031480",712.833333333333,34030,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000033540",786,25116,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000024565",409.5,20205,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000002603",313.333333333333,17995,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026437",781.583333333333,26139,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000029592",1007.33333333333,22592,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000053070",467.666666666667,21152,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000037902",996.25,39390,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000022339",961.916666666667,21386,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000033453",266.833333333333,23298,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000003762",844.5,24937,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000047250",618.166666666667,21846,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000071103",277.666666666667,21647,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000026638",570.916666666667,18924,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000030123",377.25,40195,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000000154",276.416666666667,25578,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000035847",1292.5,22016,"protein_coding"
"protein_coding",3,"3","ENSMUSG00000028218",947.416666666667,18294,"protein_coding"
