"ensembl_gene_id","baseMean","gene_length","gene_biotype"
"ENSMUSG00000037400",17927.0833333333,102139,"protein_coding"
"ENSMUSG00000027708",3275.41666666667,37970,"protein_coding"
"ENSMUSG00000027708",3545.41666666667,40230,"protein_coding"
"ENSMUSG00000027709",2858.66666666667,41373,"protein_coding"
"ENSMUSG00000086392",9.75,8916,"lncRNA"
"ENSMUSG00000047696",1.75,46301,"protein_coding"
"ENSMUSG00000027710",3124.83333333333,26858,"protein_coding"
"ENSMUSG00000033883",2233.08333333333,19262,"protein_coding"
"ENSMUSG00000058400",28.4166666666667,42850,"protein_coding"
"ENSMUSG00000027712",1151.08333333333,26964,"protein_coding"
"ENSMUSG00000027713",81.1666666666667,6363,"protein_coding"
"ENSMUSG00000027714",1958.16666666667,13122,"protein_coding"
"ENSMUSG00000027715",6567.75,7132,"protein_coding"
"ENSMUSG00000037325",731.333333333333,40247,"protein_coding"
"ENSMUSG00000027716",150.416666666667,69686,"protein_coding"
"ENSMUSG00000037270",18115.4166666667,189928,"protein_coding"
"ENSMUSG00000027719",296.75,47857,"protein_coding"
"ENSMUSG00000027720",0.583333333333333,5239,"protein_coding"
"ENSMUSG00000027718",0.166666666666667,9878,"protein_coding"
"ENSMUSG00000045031",26.1666666666667,3820,"protein_coding"
"ENSMUSG00000051444",495.833333333333,8897,"protein_coding"
"ENSMUSG00000037225",17,56178,"protein_coding"
"ENSMUSG00000050174",285.75,14615,"protein_coding"
"ENSMUSG00000027722",24711.8333333333,158816,"protein_coding"
"ENSMUSG00000085677",0.583333333333333,1364,"lncRNA"
"ENSMUSG00000037211",624.75,4653,"protein_coding"
"ENSMUSG00000058174",21.6666666666667,10171,"protein_coding"
"ENSMUSG00000106002",0,4969,"lncRNA"
"ENSMUSG00000044864",2699.5,35556,"protein_coding"
"ENSMUSG00000046743",41.8333333333333,125044,"protein_coding"
"ENSMUSG00000037884",0,18048,"lncRNA"
"ENSMUSG00000069041",184.5,17224,"protein_coding"
"ENSMUSG00000025757",986.25,44753,"protein_coding"
"ENSMUSG00000025758",4918,16933,"protein_coding"
"ENSMUSG00000025762",1136.58333333333,27163,"protein_coding"
"ENSMUSG00000049940",3222.25,16721,"protein_coding"
"ENSMUSG00000097639",2275.75,5519,"lncRNA"
"ENSMUSG00000025764",47140.8333333333,61131,"protein_coding"
"ENSMUSG00000025764",40232.9166666667,53482,"protein_coding"
"ENSMUSG00000059834",4140.91666666667,115810,"protein_coding"
"ENSMUSG00000025766",715.25,16327,"protein_coding"
"ENSMUSG00000097040",17.5833333333333,97822,"lncRNA"
"ENSMUSG00000049100",16.6666666666667,45314,"protein_coding"
"ENSMUSG00000100799",0.166666666666667,22726,"lncRNA"
"ENSMUSG00000090919",265.75,5745,"protein_coding"
"ENSMUSG00000037910",6.41666666666667,3370,"lncRNA"
"ENSMUSG00000037892",55,14021,"protein_coding"
"ENSMUSG00000027737",121.083333333333,78678,"protein_coding"
"ENSMUSG00000023087",8047.58333333333,27208,"protein_coding"
"ENSMUSG00000037174",5117.08333333333,87925,"protein_coding"
"ENSMUSG00000037174",2787.5,24795,"protein_coding"
"ENSMUSG00000087440",14.75,1647,"TEC"
"ENSMUSG00000037161",501,8135,"protein_coding"
"ENSMUSG00000037152",887.916666666667,3477,"protein_coding"
"ENSMUSG00000063273",19237.6666666667,59970,"protein_coding"
"ENSMUSG00000027739",761.833333333333,12247,"protein_coding"
"ENSMUSG00000037111",3899.83333333333,45506,"protein_coding"
"ENSMUSG00000097885",93.8333333333333,7360,"lncRNA"
"ENSMUSG00000074604",41.3333333333333,21483,"protein_coding"
"ENSMUSG00000061143",3033.41666666667,417394,"protein_coding"
"ENSMUSG00000044167",7798.41666666667,81773,"protein_coding"
"ENSMUSG00000102785",2.33333333333333,36931,"lncRNA"
"ENSMUSG00000104401",6.66666666666667,20911,"lncRNA"
"ENSMUSG00000027742",1802,35101,"protein_coding"
"ENSMUSG00000048332",1531.66666666667,220133,"protein_coding"
"ENSMUSG00000042997",947.166666666667,11263,"protein_coding"
"ENSMUSG00000049504",2645.5,17939,"protein_coding"
"ENSMUSG00000027744",31.4166666666667,18860,"protein_coding"
"ENSMUSG00000037016",8200.91666666667,143418,"protein_coding"
"ENSMUSG00000027746",1325.5,10432,"protein_coding"
"ENSMUSG00000027748",12.8333333333333,111883,"protein_coding"
"ENSMUSG00000027750",52.25,29935,"protein_coding"
"ENSMUSG00000027751",6397.16666666667,23733,"protein_coding"
"ENSMUSG00000027752",1922.08333333333,6686,"protein_coding"
"ENSMUSG00000036632",1387,14257,"protein_coding"
"ENSMUSG00000027796",68.25,45688,"protein_coding"
"ENSMUSG00000036615",213.666666666667,4677,"protein_coding"
"ENSMUSG00000056306",70.0833333333333,18819,"protein_coding"
"ENSMUSG00000027793",54.4166666666667,9587,"protein_coding"
"ENSMUSG00000106589",11,28761,"lncRNA"
"ENSMUSG00000036580",1154,25225,"protein_coding"
"ENSMUSG00000048655",63.5,35598,"protein_coding"
"ENSMUSG00000048655",44.1666666666667,32899,"protein_coding"
"ENSMUSG00000048655",37.6666666666667,30696,"protein_coding"
"ENSMUSG00000027794",793.833333333333,27914,"protein_coding"
"ENSMUSG00000027797",184.666666666667,296543,"protein_coding"
"ENSMUSG00000027797",13.0833333333333,9560,"protein_coding"
"ENSMUSG00000027799",8850.08333333333,558504,"protein_coding"
"ENSMUSG00000056947",3.16666666666667,2778,"protein_coding"
"ENSMUSG00000106572",1,961,"transcribed_processed_pseudogene"
"ENSMUSG00000027800",3.91666666666667,14856,"protein_coding"
"ENSMUSG00000027801",0.333333333333333,16266,"protein_coding"
"ENSMUSG00000027803",5849.83333333333,120233,"protein_coding"
"ENSMUSG00000036513",808.5,7336,"protein_coding"
"ENSMUSG00000074591",2.16666666666667,25116,"protein_coding"
"ENSMUSG00000036503",6580.75,99364,"protein_coding"
"ENSMUSG00000027805",401.5,5863,"protein_coding"
"ENSMUSG00000100666",3.75,22101,"lncRNA"
"ENSMUSG00000027806",8166.66666666667,51099,"protein_coding"
"ENSMUSG00000027808",1986.33333333333,3914,"protein_coding"
"ENSMUSG00000027810",6216.91666666667,31681,"protein_coding"
"ENSMUSG00000075700",9728.5,16889,"protein_coding"
"ENSMUSG00000070471",7.75,20908,"protein_coding"
"ENSMUSG00000036432",494.916666666667,17440,"protein_coding"
"ENSMUSG00000097725",39.9166666666667,95936,"lncRNA"
"ENSMUSG00000043850",30.3333333333333,41185,"protein_coding"
"ENSMUSG00000056476",10711.9166666667,311435,"protein_coding"
"ENSMUSG00000050075",0.5,5374,"protein_coding"
"ENSMUSG00000036381",2.33333333333333,38870,"protein_coding"
"ENSMUSG00000036381",1.5,16140,"protein_coding"
"ENSMUSG00000051431",2.16666666666667,16191,"protein_coding"
"ENSMUSG00000036362",0,2989,"protein_coding"
"ENSMUSG00000036353",0.5,46561,"protein_coding"
"ENSMUSG00000036334",400.833333333333,27522,"protein_coding"
"ENSMUSG00000090527",8.16666666666667,22612,"protein_coding"
"ENSMUSG00000095522",0.75,16263,"protein_coding"
"ENSMUSG00000036951",0,12736,"protein_coding"
"ENSMUSG00000121390",0.416666666666667,21286,"lncRNA"
"ENSMUSG00000091376",9.5,18678,"protein_coding"
"ENSMUSG00000027761",6.5,8370,"protein_coding"
"ENSMUSG00000027762",0.333333333333333,5698,"protein_coding"
"ENSMUSG00000027763",8253.66666666667,156919,"protein_coding"
"ENSMUSG00000027763",8242,128497,"protein_coding"
"ENSMUSG00000027765",103.833333333333,6198,"protein_coding"
"ENSMUSG00000036894",1355.58333333333,4197,"protein_coding"
"ENSMUSG00000036885",2593.58333333333,123445,"protein_coding"
"ENSMUSG00000027770",9163.91666666667,38347,"protein_coding"
"ENSMUSG00000043441",7.58333333333333,75178,"protein_coding"
"ENSMUSG00000027820",16882.5,88279,"protein_coding"
"ENSMUSG00000036834",1218.33333333333,154758,"protein_coding"
"ENSMUSG00000048581",325,14690,"protein_coding"
"ENSMUSG00000027822",2113.33333333333,22410,"protein_coding"
"ENSMUSG00000027823",8329.91666666667,42936,"protein_coding"
"ENSMUSG00000027824",142.416666666667,23817,"protein_coding"
"ENSMUSG00000027827",42.0833333333333,268858,"protein_coding"
"ENSMUSG00000104093",112.75,169627,"lncRNA"
"ENSMUSG00000027827",29.6666666666667,190123,"protein_coding"
"ENSMUSG00000090120",290.583333333333,25410,"lncRNA"
"ENSMUSG00000027828",14008,12897,"protein_coding"
"ENSMUSG00000121725",22.75,1930,"lncRNA"
"ENSMUSG00000034640",6723.91666666667,27072,"protein_coding"
"ENSMUSG00000074579",435.583333333333,19954,"protein_coding"
"ENSMUSG00000027829",9332.16666666667,12075,"protein_coding"
"ENSMUSG00000027831",387.25,243280,"protein_coding"
"ENSMUSG00000027832",10.6666666666667,5920,"protein_coding"
"ENSMUSG00000027833",34.9166666666667,7089,"protein_coding"
"ENSMUSG00000027833",12,7879,"protein_coding"
"ENSMUSG00000034544",15052.75,372732,"protein_coding"
"ENSMUSG00000048416",228.25,25904,"protein_coding"
"ENSMUSG00000027774",5427.58333333333,44954,"protein_coding"
"ENSMUSG00000047557",227.083333333333,5909,"protein_coding"
"ENSMUSG00000049404",20.4166666666667,36638,"protein_coding"
"ENSMUSG00000027775",4470.66666666667,21464,"protein_coding"
"ENSMUSG00000102422",8400.91666666667,734263,"protein_coding"
"ENSMUSG00000027777",8392.75,561681,"protein_coding"
"ENSMUSG00000027777",8287.08333333333,158300,"protein_coding"
"ENSMUSG00000027777",8190.33333333333,132302,"protein_coding"
"ENSMUSG00000027777",2736.83333333333,54115,"protein_coding"
"ENSMUSG00000027776",0,7907,"protein_coding"
"ENSMUSG00000046999",37.8333333333333,2578,"protein_coding"
"ENSMUSG00000027778",4901.58333333333,112072,"protein_coding"
"ENSMUSG00000034349",17679.0833333333,29652,"protein_coding"
"ENSMUSG00000034317",6506.25,9449,"protein_coding"
"ENSMUSG00000027782",14786,54872,"protein_coding"
"ENSMUSG00000094763",10,25945,"lncRNA"
"ENSMUSG00000098207",0.25,1200,"protein_coding"
"ENSMUSG00000027784",5297.5,238479,"protein_coding"
"ENSMUSG00000043300",1082.08333333333,25042,"protein_coding"
"ENSMUSG00000027787",8723.33333333333,26992,"protein_coding"
"ENSMUSG00000043461",12.25,40356,"protein_coding"
"ENSMUSG00000119972",5.83333333333333,34913,"lncRNA"
"ENSMUSG00000027790",4.91666666666667,78307,"protein_coding"
"ENSMUSG00000048304",1.58333333333333,8819,"protein_coding"
"ENSMUSG00000102820",73.0833333333333,528480,"lncRNA"
"ENSMUSG00000102362",16.0833333333333,130446,"lncRNA"
"ENSMUSG00000027792",787.166666666667,72607,"protein_coding"
"ENSMUSG00000034151",570,105817,"protein_coding"
"ENSMUSG00000034139",3,27722,"protein_coding"
"ENSMUSG00000027835",4487.41666666667,40363,"protein_coding"
"ENSMUSG00000027834",1439.16666666667,84991,"protein_coding"
"ENSMUSG00000034109",2359.25,80767,"protein_coding"
"ENSMUSG00000034098",56.5,635445,"protein_coding"
"ENSMUSG00000062232",4075.66666666667,83347,"protein_coding"
"ENSMUSG00000104585",5.5,40995,"lncRNA"
"ENSMUSG00000091685",15.4166666666667,118753,"protein_coding"
"ENSMUSG00000061175",9280.66666666667,111709,"protein_coding"
"ENSMUSG00000027804",5149.25,12262,"protein_coding"
"ENSMUSG00000027809",1634.33333333333,24980,"protein_coding"
"ENSMUSG00000027811",334.916666666667,3741,"protein_coding"
"ENSMUSG00000034009",12.75,93079,"protein_coding"
"ENSMUSG00000027956",1373.16666666667,29510,"protein_coding"
"ENSMUSG00000027955",1279.58333333333,60349,"protein_coding"
"ENSMUSG00000033981",17.8333333333333,117856,"protein_coding"
"ENSMUSG00000028020",512.666666666667,70016,"protein_coding"
"ENSMUSG00000028019",4332.25,177616,"protein_coding"
"ENSMUSG00000028015",69.6666666666667,24110,"protein_coding"
"ENSMUSG00000028011",1.5,17315,"protein_coding"
"ENSMUSG00000028008",0.666666666666667,24312,"protein_coding"
"ENSMUSG00000028005",54.8333333333333,42708,"protein_coding"
"ENSMUSG00000033910",6,53451,"protein_coding"
"ENSMUSG00000033900",1418.5,37197,"protein_coding"
"ENSMUSG00000028004",0.5,9703,"protein_coding"
"ENSMUSG00000033882",369.833333333333,39961,"protein_coding"
"ENSMUSG00000086273",46.9166666666667,66934,"lncRNA"
"ENSMUSG00000028003",11.4166666666667,11393,"protein_coding"
"ENSMUSG00000086273",17.3333333333333,39162,"lncRNA"
"ENSMUSG00000033860",37.75,7154,"protein_coding"
"ENSMUSG00000028001",1.41666666666667,7465,"protein_coding"
"ENSMUSG00000033831",9.5,7486,"protein_coding"
"ENSMUSG00000027998",2250.08333333333,16754,"protein_coding"
"ENSMUSG00000101334",1.08333333333333,18752,"lncRNA"
"ENSMUSG00000027996",426.583333333333,7994,"protein_coding"
"ENSMUSG00000027995",593,5337,"protein_coding"
"ENSMUSG00000033767",9354.5,141875,"protein_coding"
"ENSMUSG00000033752",2370.66666666667,67853,"protein_coding"
"ENSMUSG00000027993",1945.25,52400,"protein_coding"
"ENSMUSG00000027993",2162.33333333333,99341,"protein_coding"
"ENSMUSG00000027993",2224.75,110345,"protein_coding"
"ENSMUSG00000027993",2011.08333333333,60439,"protein_coding"
"ENSMUSG00000027993",2274.91666666667,144337,"protein_coding"
"ENSMUSG00000104004",5,30546,"lncRNA"
"ENSMUSG00000041842",309.333333333333,37296,"protein_coding"
"ENSMUSG00000074513",4676.08333333333,86533,"protein_coding"
"ENSMUSG00000047819",1.83333333333333,3459,"protein_coding"
"ENSMUSG00000056498",136.416666666667,38384,"protein_coding"
"ENSMUSG00000028086",15543.3333333333,163622,"protein_coding"
"ENSMUSG00000028086",10045.25,115054,"protein_coding"
"ENSMUSG00000028086",3298.75,26988,"protein_coding"
"ENSMUSG00000028085",3794.25,80342,"protein_coding"
"ENSMUSG00000051000",598.333333333333,86147,"protein_coding"
"ENSMUSG00000031286",277.666666666667,17673,"protein_coding"
"ENSMUSG00000049013",29.5833333333333,8682,"protein_coding"
"ENSMUSG00000028082",5688.91666666667,46088,"protein_coding"
"ENSMUSG00000028081",4066,4729,"protein_coding"
"ENSMUSG00000028080",22023.25,552282,"protein_coding"
"ENSMUSG00000057777",7.66666666666667,2703,"protein_coding"
"ENSMUSG00000028078",6430.25,134735,"protein_coding"
"ENSMUSG00000041734",10609.9166666667,96156,"protein_coding"
"ENSMUSG00000015852",0.25,12560,"protein_coding"
"ENSMUSG00000015854",2.25,13194,"protein_coding"
"ENSMUSG00000059994",6.16666666666667,15747,"protein_coding"
"ENSMUSG00000048031",12.0833333333333,31743,"protein_coding"
"ENSMUSG00000003382",1921.5,14581,"protein_coding"
"ENSMUSG00000041977",6002.25,119283,"protein_coding"
"ENSMUSG00000023084",7.75,11701,"protein_coding"
"ENSMUSG00000028073",106.666666666667,19857,"protein_coding"
"ENSMUSG00000028072",124.833333333333,16919,"protein_coding"
"ENSMUSG00000005640",27.25,19151,"protein_coding"
"ENSMUSG00000028071",2.16666666666667,8968,"protein_coding"
"ENSMUSG00000004895",3567.91666666667,26660,"protein_coding"
"ENSMUSG00000004897",10823.6666666667,9812,"protein_coding"
"ENSMUSG00000019710",2777.75,3890,"protein_coding"
"ENSMUSG00000004896",1209.25,7595,"protein_coding"
"ENSMUSG00000048039",3293.66666666667,10373,"protein_coding"
"ENSMUSG00000004885",180.833333333333,4680,"protein_coding"
"ENSMUSG00000004891",1619.25,9359,"protein_coding"
"ENSMUSG00000004892",72.6666666666667,7843,"protein_coding"
"ENSMUSG00000004894",1,5762,"protein_coding"
"ENSMUSG00000028069",2164.33333333333,12889,"protein_coding"
"ENSMUSG00000028070",1122.91666666667,1973,"protein_coding"
"ENSMUSG00000121872",5.08333333333333,8895,"lncRNA"
"ENSMUSG00000028068",6083.08333333333,38998,"protein_coding"
"ENSMUSG00000001419",3080.08333333333,26773,"protein_coding"
"ENSMUSG00000096935",88.4166666666667,6226,"lncRNA"
"ENSMUSG00000104445",125.333333333333,11811,"protein_coding"
"ENSMUSG00000010538",883.916666666667,14079,"protein_coding"
"ENSMUSG00000001416",11334,24632,"protein_coding"
"ENSMUSG00000001418",2688.91666666667,3609,"protein_coding"
"ENSMUSG00000001420",664.166666666667,5781,"protein_coding"
"ENSMUSG00000001415",8192.5,26078,"protein_coding"
"ENSMUSG00000028066",2562.91666666667,16174,"protein_coding"
"ENSMUSG00000050144",993.166666666667,14641,"protein_coding"
"ENSMUSG00000028064",289.333333333333,22923,"protein_coding"
"ENSMUSG00000028064",287.083333333333,19800,"protein_coding"
"ENSMUSG00000028064",290.25,25221,"protein_coding"
"ENSMUSG00000028063",1584.08333333333,20148,"protein_coding"
"ENSMUSG00000028063",1071.58333333333,10108,"protein_coding"
"ENSMUSG00000074480",2543.58333333333,9000,"protein_coding"
"ENSMUSG00000008601",144.583333333333,6251,"protein_coding"
"ENSMUSG00000028062",958.916666666667,3109,"protein_coding"
"ENSMUSG00000008604",6915.5,16010,"protein_coding"
"ENSMUSG00000041355",8134.33333333333,8743,"protein_coding"
"ENSMUSG00000028059",3586.08333333333,31846,"protein_coding"
"ENSMUSG00000028059",3471.41666666667,26947,"protein_coding"
"ENSMUSG00000049741",0.583333333333333,1245,"protein_coding"
"ENSMUSG00000028060",9189.83333333333,27140,"protein_coding"
"ENSMUSG00000028057",551.916666666667,14195,"protein_coding"
"ENSMUSG00000068922",1677.25,4335,"protein_coding"
"ENSMUSG00000068921",4294.41666666667,29480,"protein_coding"
"ENSMUSG00000028053",12045.25,113564,"protein_coding"
"ENSMUSG00000041263",276.75,6053,"protein_coding"
"ENSMUSG00000059743",1856.5,8380,"protein_coding"
"ENSMUSG00000041237",67.6666666666667,10453,"protein_coding"
"ENSMUSG00000028051",364.5,13383,"protein_coding"
"ENSMUSG00000068917",2700.25,12283,"protein_coding"
"ENSMUSG00000028049",2301.16666666667,5286,"protein_coding"
"ENSMUSG00000032657",489.833333333333,6065,"protein_coding"
"ENSMUSG00000028048",1607,6042,"protein_coding"
"ENSMUSG00000064068",1485.16666666667,5255,"protein_coding"
"ENSMUSG00000028047",368.583333333333,11651,"protein_coding"
"ENSMUSG00000042784",207.583333333333,4326,"protein_coding"
"ENSMUSG00000042766",119,10837,"protein_coding"
"ENSMUSG00000042747",1511.83333333333,3285,"protein_coding"
"ENSMUSG00000042737",432,619,"protein_coding"
"ENSMUSG00000027953",486,2325,"protein_coding"
"ENSMUSG00000027954",167.333333333333,7916,"protein_coding"
"ENSMUSG00000028039",185.166666666667,7929,"protein_coding"
"ENSMUSG00000028040",655.666666666667,4636,"protein_coding"
"ENSMUSG00000028041",1461,10371,"protein_coding"
"ENSMUSG00000042672",18.4166666666667,15035,"protein_coding"
"ENSMUSG00000028042",1656.91666666667,15558,"protein_coding"
"ENSMUSG00000074466",121.833333333333,6916,"lncRNA"
"ENSMUSG00000074466",89.0833333333333,4490,"lncRNA"
"ENSMUSG00000078173",80.25,755,"protein_coding"
"ENSMUSG00000042642",850.083333333333,9191,"protein_coding"
"ENSMUSG00000028044",1754.33333333333,2820,"protein_coding"
"ENSMUSG00000042626",3859.16666666667,11479,"protein_coding"
"ENSMUSG00000042626",3442.75,8409,"protein_coding"
"ENSMUSG00000047824",1442.16666666667,4391,"protein_coding"
"ENSMUSG00000042613",1498.41666666667,14249,"protein_coding"
"ENSMUSG00000027952",1481.25,9892,"protein_coding"
"ENSMUSG00000000794",195.416666666667,152331,"protein_coding"
"ENSMUSG00000027951",4720.91666666667,38434,"protein_coding"
"ENSMUSG00000027951",3314.83333333333,22738,"protein_coding"
"ENSMUSG00000027950",80.25,11185,"protein_coding"
"ENSMUSG00000042579",192.833333333333,5890,"lncRNA"
"ENSMUSG00000042572",2299.91666666667,10389,"protein_coding"
"ENSMUSG00000046280",857.25,27477,"protein_coding"
"ENSMUSG00000027947",470.166666666667,43839,"protein_coding"
"ENSMUSG00000060671",2259.66666666667,23852,"protein_coding"
"ENSMUSG00000027944",1037.58333333333,3271,"protein_coding"
"ENSMUSG00000105552",24.3333333333333,2566,"lncRNA"
"ENSMUSG00000042520",15791.25,46482,"protein_coding"
"ENSMUSG00000027942",1984.5,11706,"protein_coding"
"ENSMUSG00000118506",797.5,5552,"protein_coding"
"ENSMUSG00000027940",3955.08333333333,19480,"protein_coding"
"ENSMUSG00000027940",5321.33333333333,19263,"protein_coding"
"ENSMUSG00000027939",1166.66666666667,107886,"protein_coding"
"ENSMUSG00000050621",591.25,981,"protein_coding"
"ENSMUSG00000027935",234.583333333333,12673,"protein_coding"
"ENSMUSG00000027935",182,5604,"protein_coding"
"ENSMUSG00000027937",917.583333333333,4244,"protein_coding"
"ENSMUSG00000027938",116.5,6015,"protein_coding"
"ENSMUSG00000052310",2117.33333333333,5421,"protein_coding"
"ENSMUSG00000027936",1290.08333333333,9845,"protein_coding"
"ENSMUSG00000042404",962.5,14152,"protein_coding"
"ENSMUSG00000042390",4100.91666666667,16467,"protein_coding"
"ENSMUSG00000027932",1039.5,4695,"protein_coding"
"ENSMUSG00000027933",8146.91666666667,42257,"protein_coding"
"ENSMUSG00000027931",1454.66666666667,15275,"protein_coding"
"ENSMUSG00000001016",5768.08333333333,12179,"protein_coding"
"ENSMUSG00000001018",959.833333333333,2988,"protein_coding"
"ENSMUSG00000001017",6135.83333333333,10960,"protein_coding"
"ENSMUSG00000044080",107.916666666667,3297,"protein_coding"
"ENSMUSG00000042312",293.083333333333,10147,"protein_coding"
"ENSMUSG00000042306",7.08333333333333,1987,"protein_coding"
"ENSMUSG00000074457",30.5,1929,"protein_coding"
"ENSMUSG00000094018",1.83333333333333,1262,"protein_coding"
"ENSMUSG00000001021",2.66666666666667,2488,"protein_coding"
"ENSMUSG00000001020",3.91666666666667,2276,"protein_coding"
"ENSMUSG00000001023",0.25,3259,"protein_coding"
"ENSMUSG00000001025",926.583333333333,1521,"protein_coding"
"ENSMUSG00000063767",2.33333333333333,3829,"protein_coding"
"ENSMUSG00000056054",0.166666666666667,964,"protein_coding"
"ENSMUSG00000056071",0,3092,"protein_coding"
"ENSMUSG00000042250",0.166666666666667,14612,"protein_coding"
"ENSMUSG00000042244",24.75,17002,"protein_coding"
"ENSMUSG00000043165",1.66666666666667,2872,"protein_coding"
"ENSMUSG00000056270",0.166666666666667,1744,"protein_coding"
"ENSMUSG00000027927",0.166666666666667,7761,"protein_coding"
"ENSMUSG00000050635",0,1256,"protein_coding"
"ENSMUSG00000046203",0,1315,"protein_coding"
"ENSMUSG00000046259",0,1635,"protein_coding"
"ENSMUSG00000042157",0.0833333333333333,1281,"protein_coding"
"ENSMUSG00000027925",0.0833333333333333,1310,"protein_coding"
"ENSMUSG00000054215",0.25,1346,"protein_coding"
"ENSMUSG00000048455",0,1971,"protein_coding"
"ENSMUSG00000050359",12.0833333333333,1928,"protein_coding"
"ENSMUSG00000045566",0,231,"protein_coding"
"ENSMUSG00000049128",0.5,2836,"protein_coding"
"ENSMUSG00000074435",0,5159,"protein_coding"
"ENSMUSG00000086848",0,1576,"protein_coding"
"ENSMUSG00000057609",0,1776,"protein_coding"
"ENSMUSG00000027923",0,1277,"protein_coding"
"ENSMUSG00000068890",0,1703,"protein_coding"
"ENSMUSG00000042092",0.25,1672,"protein_coding"
"ENSMUSG00000103243",0,1712,"protein_coding"
"ENSMUSG00000068888",0,1690,"protein_coding"
"ENSMUSG00000068887",0,1670,"protein_coding"
"ENSMUSG00000095870",0,1601,"protein_coding"
"ENSMUSG00000059832",0,4174,"protein_coding"
"ENSMUSG00000046676",0,1338,"protein_coding"
"ENSMUSG00000090314",0,1847,"protein_coding"
"ENSMUSG00000054325",0,944,"protein_coding"
"ENSMUSG00000042031",0,1118,"protein_coding"
"ENSMUSG00000045475",0,1245,"protein_coding"
"ENSMUSG00000043472",0,1185,"protein_coding"
"ENSMUSG00000074433",0,1221,"protein_coding"
"ENSMUSG00000068885",0,1201,"protein_coding"
"ENSMUSG00000027913",4.5,1482,"protein_coding"
"ENSMUSG00000027912",0.166666666666667,1254,"protein_coding"
"ENSMUSG00000078657",0.5,4685,"protein_coding"
"ENSMUSG00000041984",0,5744,"protein_coding"
"ENSMUSG00000052415",280.75,6748,"protein_coding"
"ENSMUSG00000027908",0,3227,"protein_coding"
"ENSMUSG00000027907",1040.75,5793,"protein_coding"
"ENSMUSG00000041959",1920.16666666667,9529,"protein_coding"
"ENSMUSG00000028145",443.166666666667,22401,"protein_coding"
"ENSMUSG00000028148",5.41666666666667,5254,"protein_coding"
"ENSMUSG00000091648",0.5,2124,"protein_coding"
"ENSMUSG00000028150",10.75,25481,"protein_coding"
"ENSMUSG00000028150",9.16666666666667,20843,"protein_coding"
"ENSMUSG00000044505",0.416666666666667,5283,"protein_coding"
"ENSMUSG00000041912",554.25,18182,"protein_coding"
"ENSMUSG00000028141",3.41666666666667,3264,"protein_coding"
"ENSMUSG00000028140",1147.25,5373,"protein_coding"
"ENSMUSG00000028139",88.6666666666667,8607,"protein_coding"
"ENSMUSG00000028137",12.25,13904,"protein_coding"
"ENSMUSG00000028137",10,9477,"protein_coding"
"ENSMUSG00000028136",9315.33333333333,85175,"protein_coding"
"ENSMUSG00000068876",4224,26446,"protein_coding"
"ENSMUSG00000038902",7440,46001,"protein_coding"
"ENSMUSG00000005779",2938.5,2635,"protein_coding"
"ENSMUSG00000005774",820.5,6547,"protein_coding"
"ENSMUSG00000038861",3096.33333333333,32207,"protein_coding"
"ENSMUSG00000019338",2272.41666666667,8537,"protein_coding"
"ENSMUSG00000005625",4276.25,9924,"protein_coding"
"ENSMUSG00000028126",6760.16666666667,48401,"protein_coding"
"ENSMUSG00000008958",1352.58333333333,12010,"protein_coding"
"ENSMUSG00000005628",17.75,4695,"protein_coding"
"ENSMUSG00000013707",12.5,2840,"protein_coding"
"ENSMUSG00000038777",804.083333333333,13631,"protein_coding"
"ENSMUSG00000038777",655.416666666667,9712,"protein_coding"
"ENSMUSG00000038766",5147.66666666667,36177,"protein_coding"
"ENSMUSG00000097167",375.583333333333,9202,"lncRNA"
"ENSMUSG00000053192",673.166666666667,10134,"protein_coding"
"ENSMUSG00000046722",1800.91666666667,8001,"protein_coding"
"ENSMUSG00000068860",98.9166666666667,4190,"protein_coding"
"ENSMUSG00000028115",145.583333333333,9901,"protein_coding"
"ENSMUSG00000015711",2593.08333333333,28403,"protein_coding"
"ENSMUSG00000038712",1567.5,13230,"protein_coding"
"ENSMUSG00000015702",103.416666666667,10711,"protein_coding"
"ENSMUSG00000015714",3659.75,8317,"protein_coding"
"ENSMUSG00000015522",9583.83333333333,62850,"protein_coding"
"ENSMUSG00000028111",148,10178,"protein_coding"
"ENSMUSG00000038642",24.1666666666667,29620,"protein_coding"
"ENSMUSG00000028109",992.583333333333,26122,"protein_coding"
"ENSMUSG00000046519",1985,30314,"protein_coding"
"ENSMUSG00000038619",2597.66666666667,7138,"protein_coding"
"ENSMUSG00000038612",12653.5,4458,"protein_coding"
"ENSMUSG00000015850",255.333333333333,11717,"protein_coding"
"ENSMUSG00000028108",361.833333333333,5422,"protein_coding"
"ENSMUSG00000028107",2465.5,11125,"protein_coding"
"ENSMUSG00000028106",7427.5,59081,"protein_coding"
"ENSMUSG00000015748",4949.91666666667,25132,"protein_coding"
"ENSMUSG00000080727",225.416666666667,17572,"lncRNA"
"ENSMUSG00000038550",155.083333333333,3724,"protein_coding"
"ENSMUSG00000038543",116.416666666667,6958,"protein_coding"
"ENSMUSG00000038526",66.4166666666667,6840,"protein_coding"
"ENSMUSG00000015749",4935.33333333333,18131,"protein_coding"
"ENSMUSG00000119955",2.08333333333333,1458,"lncRNA"
"ENSMUSG00000015745",191.583333333333,7004,"protein_coding"
"ENSMUSG00000015747",1392.08333333333,58624,"protein_coding"
